repository_name,date,clones,unique_visitors/cloners
ReQUIAM_csv,2022-01-25,2,1
ReQUIAM_csv,2022-01-26,1,1
ReQUIAM_csv,2022-01-29,2,1
slacking,2022-01-25,1,1
UAL-RE,2022-01-25,2,1
uptime,2022-01-22,101,3
uptime,2022-01-23,152,7
uptime,2022-01-24,134,7
uptime,2022-01-25,120,7
uptime,2022-01-26,117,5
uptime,2022-01-27,124,7
uptime,2022-01-28,120,5
uptime,2022-01-29,118,4
uptime,2022-01-30,124,5
uptime,2022-01-31,125,5
uptime,2022-02-01,117,4
uptime,2022-02-02,121,5
uptime,2022-02-03,127,6
uptime,2022-02-04,142,6
uptime,2022-02-05,28,4
