repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-11-18,4,1
github-stats,2021-11-17,1,1
LD-Cool-P,2021-11-15,75,3
LD-Cool-P,2021-11-16,4,1
LD-Cool-P,2021-11-18,2,2
redata-commons,2021-11-25,2,1
redata-commons,2021-11-28,1,1
redata-iac,2021-11-18,3,1
ReM,2021-11-15,4,2
ReM,2021-11-17,3,1
ReM,2021-11-19,2,1
ReM,2021-11-20,2,1
ReM,2021-11-22,2,1
ReM,2021-11-25,5,1
ReM,2021-11-26,2,1
ReM,2021-11-27,3,2
ReQUIAM,2021-11-16,1,1
ReQUIAM,2021-11-17,1,1
ReQUIAM,2021-11-22,1,1
ReQUIAM,2021-11-23,2,1
ReQUIAM,2021-11-24,1,1
