repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-08-13,1,1
data-service-landscape-scan,2021-08-17,4,2
data-service-landscape-scan,2021-08-20,6,1
data-service-landscape-scan,2021-08-23,5,1
data-viz-challenge,2021-08-19,1,1
figstats,2021-08-23,1,1
figstats,2021-08-24,1,1
github-stats,2021-08-14,5,2
github-stats,2021-08-18,1,1
LD-Cool-P,2021-08-15,1,1
LD-Cool-P,2021-08-19,1,1
LD-Cool-P,2021-08-20,1,1
LD-Cool-P,2021-08-21,1,1
ldcoolp-figshare,2021-08-12,1,1
ldcoolp-figshare,2021-08-17,1,1
ldcoolp-figshare,2021-08-19,1,1
ldcoolp-figshare,2021-08-24,1,1
ReM,2021-08-12,1,1
ReM,2021-08-13,3,2
ReM,2021-08-15,1,1
ReM,2021-08-16,2,1
ReM,2021-08-17,1,1
ReM,2021-08-20,1,1
ReM,2021-08-21,1,1
ReM,2021-08-23,10,2
ReM,2021-08-24,1,1
ReQUIAM,2021-08-13,4,1
ReQUIAM,2021-08-17,2,1
ReQUIAM,2021-08-18,2,2
uptime,2021-08-13,6,1
