repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2023-02-13,2,1
LD-Cool-P,2023-02-01,6,1
LD-Cool-P,2023-02-09,3,3
LD-Cool-P,2023-02-12,1,1
LD-Cool-P,2023-02-13,2,1
ldcoolp-figshare,2023-02-06,1,1
ldcoolp-figshare,2023-02-13,1,1
ReBACH,2023-02-01,1,1
ReBACH,2023-02-08,1,1
ReBACH,2023-02-10,14,1
ReBACH,2023-02-13,78,1
ReBACH,2023-02-14,12,1
redata-commons,2023-02-01,3,1
redata-commons,2023-02-02,1,1
redata-commons,2023-02-13,1,1
ReQUIAM,2023-02-06,1,1
ReQUIAM,2023-02-13,6,1
ReQUIAM_csv,2023-01-31,4,1
ReQUIAM_csv,2023-02-13,1,1
uptime,2023-02-01,1,1
