repository_name,date,views,unique_visitors/cloners
ReQUIAM,2021-06-28,6,1
ReQUIAM,2021-06-29,1,1
ReQUIAM,2021-07-01,18,1
ReQUIAM,2021-07-06,16,1
ReQUIAM,2021-07-07,3,1
ReQUIAM,2021-07-09,4,1
ReQUIAM_csv,2021-06-28,8,1
ReQUIAM_csv,2021-06-30,4,1
ReQUIAM_csv,2021-07-01,21,1
ReQUIAM_csv,2021-07-06,1,1
ReQUIAM_csv,2021-07-07,5,1
ReQUIAM_csv,2021-07-09,3,1
slacking,2021-06-29,1,1
slacking,2021-07-06,20,1
UAL-RE,2021-07-01,11,1
uptime,2021-07-05,3,1
uptime,2021-07-06,31,1
uptime,2021-07-09,6,1
