repository_name,date,clones,unique_visitors/cloners
github-stats,2021-12-08,4,3
github-stats,2021-12-09,4,3
github-stats,2021-12-10,4,3
github-stats,2021-12-11,6,4
github-stats,2021-12-12,6,4
github-stats,2021-12-13,6,4
github-stats,2021-12-14,5,4
github-stats,2021-12-15,4,3
github-stats,2021-12-16,5,4
github-stats,2021-12-17,3,2
github-stats,2021-12-18,3,2
github-stats,2021-12-19,3,2
github-stats,2021-12-20,3,2
LD-Cool-P,2021-12-09,3,3
LD-Cool-P,2021-12-13,1,1
ldcoolp-figshare,2021-12-08,1,1
ldcoolp-figshare,2021-12-11,1,1
ldcoolp-figshare,2021-12-12,1,1
ldcoolp-figshare,2021-12-16,1,1
redata-commons,2021-12-11,1,1
redata-commons,2021-12-12,1,1
redata-docs,2021-12-11,1,1
ReM,2021-12-08,3,1
ReM,2021-12-09,1,1
ReM,2021-12-10,1,1
ReM,2021-12-13,1,1
ReQUIAM,2021-12-15,1,1
ReQUIAM_csv,2021-12-09,1,1
ReQUIAM_csv,2021-12-10,1,1
uptime,2021-12-07,73,1
uptime,2021-12-08,102,3
uptime,2021-12-09,101,2
uptime,2021-12-10,104,3
uptime,2021-12-11,108,3
uptime,2021-12-12,106,2
uptime,2021-12-13,104,3
uptime,2021-12-14,106,3
uptime,2021-12-15,106,3
uptime,2021-12-16,104,3
uptime,2021-12-17,104,2
uptime,2021-12-18,104,3
uptime,2021-12-19,104,3
uptime,2021-12-20,99,3
uptime,2021-12-21,14,2
