repository_name,date,site,views,unique
LD-Cool-P,2021-05-26,Google,3,3
LD-Cool-P,2021-05-26,github.com,11,3
LD-Cool-P,2021-05-27,Google,3,3
LD-Cool-P,2021-05-27,github.com,11,3
LD-Cool-P,2021-05-28,Google,4,3
LD-Cool-P,2021-05-28,github.com,13,4
LD-Cool-P,2021-05-29,Google,5,4
LD-Cool-P,2021-05-29,github.com,13,4
LD-Cool-P,2021-05-30,Google,4,3
LD-Cool-P,2021-05-30,github.com,13,4
LD-Cool-P,2021-05-31,Google,4,3
LD-Cool-P,2021-05-31,github.com,13,3
LD-Cool-P,2021-06-01,Google,4,3
LD-Cool-P,2021-06-01,github.com,13,3
LD-Cool-P,2021-06-02,Google,3,2
LD-Cool-P,2021-06-02,github.com,13,3
LD-Cool-P,2021-06-03,Google,4,3
LD-Cool-P,2021-06-03,github.com,15,4
LD-Cool-P,2021-06-04,Google,5,4
LD-Cool-P,2021-06-04,github.com,14,3
LD-Cool-P,2021-06-05,Google,5,4
LD-Cool-P,2021-06-05,github.com,14,3
LD-Cool-P,2021-06-06,Google,5,4
LD-Cool-P,2021-06-06,github.com,14,3
LD-Cool-P,2021-06-07,Google,5,4
LD-Cool-P,2021-06-07,github.com,14,3
LD-Cool-P,2021-06-08,Google,5,4
LD-Cool-P,2021-06-08,github.com,6,3
LD-Cool-P,2021-06-09,Google,5,4
LD-Cool-P,2021-06-09,github.com,8,4
LD-Cool-P,2021-06-10,Google,4,3
LD-Cool-P,2021-06-10,github.com,6,3
LD-Cool-P,2021-06-11,Google,3,2
LD-Cool-P,2021-06-11,github.com,6,3
LD-Cool-P,2021-06-12,Google,3,2
LD-Cool-P,2021-06-12,github.com,6,3
LD-Cool-P,2021-06-13,Google,3,2
LD-Cool-P,2021-06-13,github.com,5,3
LD-Cool-P,2021-06-22,Google,4,3
LD-Cool-P,2021-06-23,Google,5,4
LD-Cool-P,2021-06-23,github.com,2,1
LD-Cool-P,2021-06-24,Google,7,6
LD-Cool-P,2021-06-24,github.com,6,2
LD-Cool-P,2021-06-24,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-25,Google,7,6
LD-Cool-P,2021-06-25,github.com,7,2
LD-Cool-P,2021-06-25,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-26,Google,7,6
LD-Cool-P,2021-06-26,github.com,7,2
LD-Cool-P,2021-06-26,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-27,Google,7,6
LD-Cool-P,2021-06-27,github.com,7,2
LD-Cool-P,2021-06-27,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-28,Google,7,6
LD-Cool-P,2021-06-28,github.com,7,2
LD-Cool-P,2021-06-28,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-29,Google,7,6
LD-Cool-P,2021-06-29,github.com,7,2
LD-Cool-P,2021-06-29,knowledge.figshare.com,1,1
LD-Cool-P,2021-06-30,Google,6,5
LD-Cool-P,2021-06-30,github.com,8,2
LD-Cool-P,2021-06-30,knowledge.figshare.com,1,1
LD-Cool-P,2021-07-05,Google,2,2
LD-Cool-P,2021-07-05,github.com,7,2
LD-Cool-P,2021-07-05,knowledge.figshare.com,1,1
LD-Cool-P,2021-07-06,Google,2,2
LD-Cool-P,2021-07-06,github.com,7,2
LD-Cool-P,2021-07-06,knowledge.figshare.com,1,1
LD-Cool-P,2021-07-07,github.com,6,1
LD-Cool-P,2021-07-08,Google,2,2
LD-Cool-P,2021-07-08,github.com,6,1
LD-Cool-P,2021-07-09,Google,2,2
LD-Cool-P,2021-07-09,github.com,6,1
LD-Cool-P,2021-07-10,Google,2,2
LD-Cool-P,2021-07-10,github.com,7,1
LD-Cool-P,2021-07-11,Google,2,2
LD-Cool-P,2021-07-11,github.com,8,1
LD-Cool-P,2021-07-12,Google,2,2
LD-Cool-P,2021-07-12,github.com,8,1
LD-Cool-P,2021-07-13,Google,2,2
LD-Cool-P,2021-07-13,github.com,9,1
LD-Cool-P,2021-07-13,redata.readthedocs.io,1,1
LD-Cool-P,2021-07-14,Google,3,3
LD-Cool-P,2021-07-14,github.com,9,1
LD-Cool-P,2021-07-14,redata.readthedocs.io,2,1
LD-Cool-P,2021-07-15,Google,3,3
LD-Cool-P,2021-07-15,github.com,10,1
LD-Cool-P,2021-07-15,redata.readthedocs.io,2,1
LD-Cool-P,2021-07-16,Google,3,3
LD-Cool-P,2021-07-16,github.com,10,1
LD-Cool-P,2021-07-16,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-17,Google,3,3
LD-Cool-P,2021-07-17,github.com,10,1
LD-Cool-P,2021-07-17,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-18,Google,3,3
LD-Cool-P,2021-07-18,github.com,10,1
LD-Cool-P,2021-07-18,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-19,Google,3,3
LD-Cool-P,2021-07-19,github.com,10,1
LD-Cool-P,2021-07-19,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-20,Google,3,3
LD-Cool-P,2021-07-20,github.com,9,2
LD-Cool-P,2021-07-20,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-21,Google,1,1
LD-Cool-P,2021-07-21,github.com,8,2
LD-Cool-P,2021-07-21,redata.readthedocs.io,4,2
LD-Cool-P,2021-07-22,Google,1,1
LD-Cool-P,2021-07-22,github.com,8,2
LD-Cool-P,2021-07-22,redata.readthedocs.io,5,2
LD-Cool-P,2021-07-23,Google,1,1
LD-Cool-P,2021-07-23,github.com,8,3
LD-Cool-P,2021-07-23,redata.readthedocs.io,5,2
LD-Cool-P,2021-07-24,Google,1,1
LD-Cool-P,2021-07-24,github.com,8,3
LD-Cool-P,2021-07-24,redata.readthedocs.io,5,2
LD-Cool-P,2021-07-25,Google,1,1
LD-Cool-P,2021-07-25,github.com,11,3
LD-Cool-P,2021-07-25,redata.readthedocs.io,5,2
LD-Cool-P,2021-07-26,Google,1,1
LD-Cool-P,2021-07-26,github.com,9,3
LD-Cool-P,2021-07-26,redata.readthedocs.io,4,2
LD-Cool-P,2021-07-27,github.com,10,3
LD-Cool-P,2021-07-27,redata.readthedocs.io,3,2
LD-Cool-P,2021-07-28,github.com,10,3
LD-Cool-P,2021-07-28,redata.readthedocs.io,5,3
LD-Cool-P,2021-07-29,github.com,11,3
LD-Cool-P,2021-07-29,redata.readthedocs.io,4,2
LD-Cool-P,2021-07-30,github.com,11,3
LD-Cool-P,2021-07-30,redata.readthedocs.io,4,2
LD-Cool-P,2021-07-31,github.com,11,3
LD-Cool-P,2021-07-31,redata.readthedocs.io,4,2
LD-Cool-P,2021-08-01,github.com,11,3
LD-Cool-P,2021-08-01,redata.readthedocs.io,4,2
LD-Cool-P,2021-08-02,github.com,9,2
LD-Cool-P,2021-08-02,redata.readthedocs.io,4,2
LD-Cool-P,2021-08-03,github.com,9,2
LD-Cool-P,2021-08-03,redata.readthedocs.io,3,2
LD-Cool-P,2021-08-04,github.com,9,2
LD-Cool-P,2021-08-04,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-05,github.com,8,1
LD-Cool-P,2021-08-05,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-06,Google,1,1
LD-Cool-P,2021-08-06,github.com,7,1
LD-Cool-P,2021-08-06,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-07,Google,1,1
LD-Cool-P,2021-08-07,github.com,4,1
LD-Cool-P,2021-08-07,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-08,Google,1,1
LD-Cool-P,2021-08-08,github.com,4,1
LD-Cool-P,2021-08-08,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-09,Google,7,2
LD-Cool-P,2021-08-09,github.com,3,1
LD-Cool-P,2021-08-09,redata.readthedocs.io,2,2
LD-Cool-P,2021-08-10,Google,7,2
LD-Cool-P,2021-08-10,github.com,1,1
LD-Cool-P,2021-08-11,Google,8,3
LD-Cool-P,2021-08-11,github.com,3,1
LD-Cool-P,2021-08-12,Google,8,3
LD-Cool-P,2021-08-12,github.com,3,1
LD-Cool-P,2021-08-13,Google,8,3
LD-Cool-P,2021-08-13,github.com,3,1
LD-Cool-P,2021-08-14,Google,8,3
LD-Cool-P,2021-08-14,github.com,3,1
LD-Cool-P,2021-08-15,Google,8,3
LD-Cool-P,2021-08-15,github.com,3,1
LD-Cool-P,2021-08-16,Google,8,3
LD-Cool-P,2021-08-16,github.com,3,1
LD-Cool-P,2021-08-17,Google,8,3
LD-Cool-P,2021-08-17,github.com,3,1
LD-Cool-P,2021-08-18,Google,8,3
LD-Cool-P,2021-08-18,github.com,3,1
LD-Cool-P,2021-08-19,Google,7,2
LD-Cool-P,2021-08-19,github.com,3,1
LD-Cool-P,2021-08-20,Google,7,2
LD-Cool-P,2021-08-20,github.com,4,2
LD-Cool-P,2021-08-21,Google,7,2
LD-Cool-P,2021-08-21,github.com,4,2
LD-Cool-P,2021-08-22,Google,1,1
LD-Cool-P,2021-08-22,github.com,4,2
LD-Cool-P,2021-08-23,Google,1,1
LD-Cool-P,2021-08-23,github.com,4,2
LD-Cool-P,2021-08-24,github.com,1,1
LD-Cool-P,2021-08-25,github.com,1,1
LD-Cool-P,2021-08-26,github.com,2,2
LD-Cool-P,2021-08-27,github.com,2,2
LD-Cool-P,2021-08-28,github.com,2,2
LD-Cool-P,2021-08-29,github.com,2,2
LD-Cool-P,2021-08-30,github.com,4,3
LD-Cool-P,2021-08-31,github.com,4,3
LD-Cool-P,2021-09-01,github.com,5,3
LD-Cool-P,2021-09-02,github.com,4,2
LD-Cool-P,2021-09-03,github.com,4,2
LD-Cool-P,2021-09-04,github.com,4,2
LD-Cool-P,2021-09-05,github.com,4,2
LD-Cool-P,2021-09-06,Google,3,1
LD-Cool-P,2021-09-06,github.com,4,2
LD-Cool-P,2021-09-07,DuckDuckGo,1,1
LD-Cool-P,2021-09-07,Google,3,1
LD-Cool-P,2021-09-07,github.com,4,2
LD-Cool-P,2021-09-08,DuckDuckGo,1,1
LD-Cool-P,2021-09-08,Google,3,1
LD-Cool-P,2021-09-08,github.com,6,3
LD-Cool-P,2021-09-09,DuckDuckGo,1,1
LD-Cool-P,2021-09-09,Google,4,1
LD-Cool-P,2021-09-09,github.com,6,3
LD-Cool-P,2021-09-10,DuckDuckGo,1,1
LD-Cool-P,2021-09-10,Google,5,2
LD-Cool-P,2021-09-10,github.com,6,3
LD-Cool-P,2021-09-11,DuckDuckGo,1,1
LD-Cool-P,2021-09-11,Google,11,3
LD-Cool-P,2021-09-11,github.com,6,3
LD-Cool-P,2021-09-12,DuckDuckGo,1,1
LD-Cool-P,2021-09-12,Google,12,3
LD-Cool-P,2021-09-12,github.com,4,3
LD-Cool-P,2021-09-13,DuckDuckGo,1,1
LD-Cool-P,2021-09-13,Google,13,3
LD-Cool-P,2021-09-13,github.com,4,3
LD-Cool-P,2021-09-14,DuckDuckGo,1,1
LD-Cool-P,2021-09-14,Google,14,3
LD-Cool-P,2021-09-14,github.com,3,2
LD-Cool-P,2021-09-15,DuckDuckGo,1,1
LD-Cool-P,2021-09-15,Google,16,4
LD-Cool-P,2021-09-15,github.com,5,3
LD-Cool-P,2021-09-16,DuckDuckGo,1,1
LD-Cool-P,2021-09-16,Google,18,4
LD-Cool-P,2021-09-16,github.com,5,3
LD-Cool-P,2021-09-17,DuckDuckGo,1,1
LD-Cool-P,2021-09-17,Google,18,4
LD-Cool-P,2021-09-17,github.com,5,3
LD-Cool-P,2021-09-18,Bing,1,1
LD-Cool-P,2021-09-18,DuckDuckGo,1,1
LD-Cool-P,2021-09-18,Google,18,4
LD-Cool-P,2021-09-18,github.com,5,3
LD-Cool-P,2021-09-19,Bing,1,1
LD-Cool-P,2021-09-19,DuckDuckGo,1,1
LD-Cool-P,2021-09-19,Google,15,4
LD-Cool-P,2021-09-19,github.com,5,3
LD-Cool-P,2021-09-20,Google,13,4
LD-Cool-P,2021-09-20,github.com,5,3
LD-Cool-P,2021-09-21,Bing,1,1
LD-Cool-P,2021-09-21,Google,16,5
LD-Cool-P,2021-09-21,github.com,5,3
LD-Cool-P,2021-09-22,Bing,1,1
LD-Cool-P,2021-09-22,Google,15,5
LD-Cool-P,2021-09-22,github.com,5,3
LD-Cool-P,2021-09-23,Google,11,4
LD-Cool-P,2021-09-23,github.com,2,1
LD-Cool-P,2021-09-24,Google,5,4
LD-Cool-P,2021-09-24,github.com,2,1
LD-Cool-P,2021-09-25,Bing,1,1
LD-Cool-P,2021-09-25,Google,7,4
LD-Cool-P,2021-09-25,github.com,6,4
LD-Cool-P,2021-09-26,Bing,1,1
LD-Cool-P,2021-09-26,Google,7,5
LD-Cool-P,2021-09-26,github.com,6,4
LD-Cool-P,2021-09-27,Google,2,2
LD-Cool-P,2021-09-27,github.com,2,1
LD-Cool-P,2021-09-28,Bing,1,1
LD-Cool-P,2021-09-28,Google,4,3
LD-Cool-P,2021-09-28,github.com,4,3
LD-Cool-P,2021-09-29,Bing,1,1
LD-Cool-P,2021-09-29,Google,3,3
LD-Cool-P,2021-09-29,github.com,4,3
LD-Cool-P,2021-09-30,Bing,1,1
LD-Cool-P,2021-09-30,Google,3,3
LD-Cool-P,2021-09-30,github.com,6,5
LD-Cool-P,2021-10-01,Google,3,3
LD-Cool-P,2021-10-01,github.com,6,5
LD-Cool-P,2021-10-02,Google,3,3
LD-Cool-P,2021-10-02,github.com,6,5
LD-Cool-P,2021-10-03,Google,3,3
LD-Cool-P,2021-10-03,github.com,6,5
LD-Cool-P,2021-10-04,Google,2,2
LD-Cool-P,2021-10-04,github.com,3,3
LD-Cool-P,2021-10-05,Google,2,2
LD-Cool-P,2021-10-05,github.com,5,4
LD-Cool-P,2021-10-06,Google,4,4
LD-Cool-P,2021-10-06,github.com,5,4
LD-Cool-P,2021-10-07,Google,4,4
LD-Cool-P,2021-10-07,github.com,5,4
LD-Cool-P,2021-10-08,Google,4,4
LD-Cool-P,2021-10-08,github.com,6,5
LD-Cool-P,2021-10-09,Google,3,3
LD-Cool-P,2021-10-09,github.com,6,5
LD-Cool-P,2021-10-10,Google,3,3
LD-Cool-P,2021-10-10,github.com,6,5
LD-Cool-P,2021-10-11,Google,2,2
LD-Cool-P,2021-10-11,github.com,6,5
LD-Cool-P,2021-10-12,Google,3,3
LD-Cool-P,2021-10-12,github.com,4,3
LD-Cool-P,2021-10-13,Google,3,3
LD-Cool-P,2021-10-13,github.com,5,3
LD-Cool-P,2021-10-14,Google,9,5
LD-Cool-P,2021-10-14,github.com,5,3
LD-Cool-P,2021-10-15,Google,9,5
LD-Cool-P,2021-10-15,github.com,5,3
LD-Cool-P,2021-10-16,Google,9,5
LD-Cool-P,2021-10-16,github.com,5,3
LD-Cool-P,2021-10-17,Google,9,5
LD-Cool-P,2021-10-17,github.com,5,3
LD-Cool-P,2021-10-17,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-18,Google,9,5
LD-Cool-P,2021-10-18,github.com,3,2
LD-Cool-P,2021-10-18,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-19,Google,7,3
LD-Cool-P,2021-10-19,github.com,3,2
LD-Cool-P,2021-10-19,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-20,Google,7,3
LD-Cool-P,2021-10-20,github.com,2,1
LD-Cool-P,2021-10-20,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-21,Google,7,3
LD-Cool-P,2021-10-21,github.com,1,1
LD-Cool-P,2021-10-21,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-22,Google,7,3
LD-Cool-P,2021-10-22,github.com,1,1
LD-Cool-P,2021-10-22,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-23,Google,7,3
LD-Cool-P,2021-10-23,github.com,1,1
LD-Cool-P,2021-10-23,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-24,Google,7,3
LD-Cool-P,2021-10-24,github.com,1,1
LD-Cool-P,2021-10-24,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-25,Google,6,2
LD-Cool-P,2021-10-25,github.com,1,1
LD-Cool-P,2021-10-25,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-26,Google,10,3
LD-Cool-P,2021-10-26,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-27,Google,25,3
LD-Cool-P,2021-10-27,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-28,Google,25,3
LD-Cool-P,2021-10-28,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-29,Google,25,3
LD-Cool-P,2021-10-29,ldcoolp-figshare.readthedocs.io,4,1
LD-Cool-P,2021-10-30,Google,25,3
LD-Cool-P,2021-10-31,Google,25,3
LD-Cool-P,2021-11-01,Google,25,3
LD-Cool-P,2021-11-02,Google,25,3
LD-Cool-P,2021-11-03,Google,25,3
LD-Cool-P,2021-11-04,Google,25,3
LD-Cool-P,2021-11-05,Google,25,3
LD-Cool-P,2021-11-05,github.com,1,1
LD-Cool-P,2021-11-06,Google,25,3
LD-Cool-P,2021-11-06,github.com,1,1
LD-Cool-P,2021-11-07,Google,19,2
LD-Cool-P,2021-11-07,github.com,1,1
LD-Cool-P,2021-11-08,github.com,1,1
LD-Cool-P,2021-11-09,github.com,1,1
LD-Cool-P,2021-11-10,github.com,1,1
LD-Cool-P,2021-11-11,github.com,1,1
LD-Cool-P,2021-11-12,github.com,1,1
LD-Cool-P,2021-11-13,github.com,1,1
LD-Cool-P,2021-11-14,github.com,1,1
LD-Cool-P,2021-11-15,github.com,1,1
LD-Cool-P,2021-11-16,Google,15,4
LD-Cool-P,2021-11-16,github.com,1,1
LD-Cool-P,2021-11-17,Google,17,5
LD-Cool-P,2021-11-17,github.com,2,1
LD-Cool-P,2021-11-18,Google,17,5
LD-Cool-P,2021-11-18,github.com,2,1
LD-Cool-P,2021-11-19,Google,19,7
LD-Cool-P,2021-11-19,github.com,2,1
LD-Cool-P,2021-11-20,Google,19,7
LD-Cool-P,2021-11-20,github.com,2,1
LD-Cool-P,2021-11-21,Google,19,7
LD-Cool-P,2021-11-21,github.com,2,1
LD-Cool-P,2021-11-22,Google,19,7
LD-Cool-P,2021-11-22,github.com,2,1
LD-Cool-P,2021-11-23,Google,19,7
LD-Cool-P,2021-11-23,github.com,2,1
LD-Cool-P,2021-11-24,Google,19,7
LD-Cool-P,2021-11-24,github.com,2,1
LD-Cool-P,2021-11-25,Google,19,7
LD-Cool-P,2021-11-25,github.com,2,1
LD-Cool-P,2021-11-26,Google,19,7
LD-Cool-P,2021-11-26,github.com,2,1
LD-Cool-P,2021-11-27,Google,19,7
LD-Cool-P,2021-11-27,github.com,2,1
LD-Cool-P,2021-11-28,Google,19,7
LD-Cool-P,2021-11-28,github.com,2,1
LD-Cool-P,2021-11-29,Google,4,3
LD-Cool-P,2021-11-29,github.com,2,1
LD-Cool-P,2021-11-30,Google,3,3
LD-Cool-P,2021-12-01,Google,3,3
LD-Cool-P,2021-12-02,Google,1,1
LD-Cool-P,2021-12-03,Google,1,1
LD-Cool-P,2021-12-04,Google,2,2
LD-Cool-P,2021-12-05,Google,2,2
LD-Cool-P,2021-12-06,Google,2,2
LD-Cool-P,2021-12-07,Google,2,2
LD-Cool-P,2021-12-08,Google,4,4
LD-Cool-P,2021-12-08,github.com,5,3
LD-Cool-P,2021-12-09,Google,4,4
LD-Cool-P,2021-12-09,github.com,6,3
LD-Cool-P,2021-12-10,Google,4,4
LD-Cool-P,2021-12-10,github.com,6,3
LD-Cool-P,2021-12-11,Google,5,5
LD-Cool-P,2021-12-11,github.com,6,3
LD-Cool-P,2021-12-12,Google,5,5
LD-Cool-P,2021-12-12,github.com,6,3
LD-Cool-P,2021-12-13,Google,4,4
LD-Cool-P,2021-12-13,github.com,6,3
LD-Cool-P,2021-12-14,Google,4,4
LD-Cool-P,2021-12-14,github.com,7,4
LD-Cool-P,2021-12-15,Google,4,4
LD-Cool-P,2021-12-15,github.com,7,4
LD-Cool-P,2021-12-16,Google,4,4
LD-Cool-P,2021-12-16,github.com,7,4
LD-Cool-P,2021-12-17,Google,3,3
LD-Cool-P,2021-12-17,github.com,7,4
LD-Cool-P,2021-12-18,Google,3,3
LD-Cool-P,2021-12-18,github.com,7,4
LD-Cool-P,2021-12-19,Google,3,3
LD-Cool-P,2021-12-19,github.com,7,4
LD-Cool-P,2021-12-20,Google,4,4
LD-Cool-P,2021-12-20,github.com,7,4
LD-Cool-P,2021-12-21,Google,2,2
LD-Cool-P,2021-12-21,github.com,2,2
LD-Cool-P,2021-12-22,Google,4,3
LD-Cool-P,2021-12-22,github.com,1,1
LD-Cool-P,2021-12-23,Google,4,3
LD-Cool-P,2021-12-23,github.com,1,1
LD-Cool-P,2021-12-24,Google,3,2
LD-Cool-P,2021-12-24,github.com,1,1
LD-Cool-P,2021-12-25,Google,3,2
LD-Cool-P,2021-12-25,github.com,1,1
LD-Cool-P,2021-12-26,Google,3,2
LD-Cool-P,2021-12-26,github.com,1,1
LD-Cool-P,2021-12-28,Google,3,2
LD-Cool-P,2021-12-29,Google,4,3
LD-Cool-P,2021-12-30,Google,4,3
LD-Cool-P,2021-12-31,Google,5,4
LD-Cool-P,2022-01-01,Google,6,5
LD-Cool-P,2022-01-02,Google,5,4
LD-Cool-P,2022-01-03,Google,5,4
LD-Cool-P,2022-01-04,Google,11,4
LD-Cool-P,2022-01-05,Google,11,4
LD-Cool-P,2022-01-06,Google,12,5
LD-Cool-P,2022-01-07,Google,12,5
LD-Cool-P,2022-01-08,Google,12,5
LD-Cool-P,2022-01-09,Google,12,5
LD-Cool-P,2022-01-10,Google,12,5
LD-Cool-P,2022-01-11,Google,11,4
LD-Cool-P,2022-01-12,Google,12,5
LD-Cool-P,2022-01-13,Google,11,4
LD-Cool-P,2022-01-14,Google,10,3
LD-Cool-P,2022-01-15,Google,10,3
LD-Cool-P,2022-01-16,Google,10,3
LD-Cool-P,2022-01-17,Google,2,2
LD-Cool-P,2022-01-18,Google,2,2
LD-Cool-P,2022-01-19,Google,1,1
LD-Cool-P,2022-01-20,Google,1,1
LD-Cool-P,2022-01-21,Google,1,1
LD-Cool-P,2022-01-22,Google,1,1
LD-Cool-P,2022-01-23,Google,1,1
LD-Cool-P,2022-01-24,Google,1,1
LD-Cool-P,2022-01-25,github.com,1,1
LD-Cool-P,2022-01-26,Google,1,1
LD-Cool-P,2022-01-26,github.com,1,1
LD-Cool-P,2022-01-27,Google,1,1
LD-Cool-P,2022-01-27,github.com,14,2
LD-Cool-P,2022-01-28,Google,2,2
LD-Cool-P,2022-01-28,github.com,14,2
LD-Cool-P,2022-01-29,Google,2,2
LD-Cool-P,2022-01-29,github.com,14,2
LD-Cool-P,2022-01-30,Google,11,3
LD-Cool-P,2022-01-30,github.com,18,2
LD-Cool-P,2022-01-31,Google,11,3
LD-Cool-P,2022-01-31,github.com,18,2
LD-Cool-P,2022-02-01,Google,11,3
LD-Cool-P,2022-02-01,github.com,18,2
LD-Cool-P,2022-02-02,Google,11,3
LD-Cool-P,2022-02-02,github.com,18,2
LD-Cool-P,2022-02-03,Google,11,3
LD-Cool-P,2022-02-03,github.com,18,2
LD-Cool-P,2022-02-04,Google,12,4
LD-Cool-P,2022-02-04,github.com,18,2
LD-Cool-P,2022-02-05,Google,13,5
LD-Cool-P,2022-02-05,github.com,18,2
LD-Cool-P,2022-02-06,Google,18,6
LD-Cool-P,2022-02-06,github.com,18,2
LD-Cool-P,2022-02-07,Google,18,6
LD-Cool-P,2022-02-07,github.com,17,1
LD-Cool-P,2022-02-08,Google,18,6
LD-Cool-P,2022-02-08,github.com,22,2
LD-Cool-P,2022-02-09,Google,18,6
LD-Cool-P,2022-02-09,github.com,9,2
LD-Cool-P,2022-02-10,Google,17,5
LD-Cool-P,2022-02-10,github.com,9,2
LD-Cool-P,2022-02-11,Google,20,7
LD-Cool-P,2022-02-11,github.com,25,3
LD-Cool-P,2022-02-12,Google,11,6
LD-Cool-P,2022-02-12,github.com,21,2
LD-Cool-P,2022-02-13,Google,11,6
LD-Cool-P,2022-02-13,github.com,21,2
LD-Cool-P,2022-02-14,Google,11,6
LD-Cool-P,2022-02-14,github.com,21,2
LD-Cool-P,2022-02-15,Google,12,7
LD-Cool-P,2022-02-15,github.com,22,2
LD-Cool-P,2022-02-16,Google,13,8
LD-Cool-P,2022-02-16,github.com,25,2
LD-Cool-P,2022-02-17,Google,12,7
LD-Cool-P,2022-02-17,github.com,25,2
LD-Cool-P,2022-02-18,Google,11,6
LD-Cool-P,2022-02-18,github.com,26,2
LD-Cool-P,2022-02-19,Google,11,7
LD-Cool-P,2022-02-19,github.com,28,2
LD-Cool-P,2022-02-20,Google,11,7
LD-Cool-P,2022-02-20,github.com,28,2
LD-Cool-P,2022-02-21,Google,10,7
LD-Cool-P,2022-02-21,github.com,23,2
LD-Cool-P,2022-02-22,Google,9,6
LD-Cool-P,2022-02-22,github.com,24,3
LD-Cool-P,2022-02-23,Google,9,6
LD-Cool-P,2022-02-23,github.com,24,3
LD-Cool-P,2022-02-24,Google,8,5
LD-Cool-P,2022-02-24,github.com,8,3
LD-Cool-P,2022-02-25,Google,8,5
LD-Cool-P,2022-02-25,github.com,8,3
LD-Cool-P,2022-02-26,Google,8,5
LD-Cool-P,2022-02-26,github.com,9,3
LD-Cool-P,2022-02-27,Google,8,5
LD-Cool-P,2022-02-27,github.com,9,3
LD-Cool-P,2022-02-28,Google,7,4
LD-Cool-P,2022-02-28,github.com,8,3
LD-Cool-P,2022-03-01,Google,6,3
LD-Cool-P,2022-03-01,github.com,5,2
LD-Cool-P,2022-03-02,Google,6,3
LD-Cool-P,2022-03-02,github.com,5,2
LD-Cool-P,2022-03-03,Google,6,3
LD-Cool-P,2022-03-03,github.com,4,2
LD-Cool-P,2022-03-04,Google,4,3
LD-Cool-P,2022-03-04,github.com,2,2
LD-Cool-P,2022-03-06,Google,5,4
LD-Cool-P,2022-03-06,github.com,2,2
LD-Cool-P,2022-03-07,Google,5,4
LD-Cool-P,2022-03-07,github.com,1,1
LD-Cool-P,2022-03-09,Google,5,4
LD-Cool-P,2022-03-09,github.com,5,2
LD-Cool-P,2022-03-10,Google,5,4
LD-Cool-P,2022-03-10,github.com,5,2
LD-Cool-P,2022-03-11,Google,7,6
LD-Cool-P,2022-03-11,github.com,4,1
LD-Cool-P,2022-03-12,Google,7,6
LD-Cool-P,2022-03-12,github.com,4,1
LD-Cool-P,2022-03-13,Google,7,6
LD-Cool-P,2022-03-13,github.com,4,1
LD-Cool-P,2022-03-14,Google,7,6
LD-Cool-P,2022-03-14,github.com,4,1
LD-Cool-P,2022-03-15,Google,8,7
LD-Cool-P,2022-03-15,github.com,4,1
LD-Cool-P,2022-03-16,Google,8,7
LD-Cool-P,2022-03-16,github.com,4,1
LD-Cool-P,2022-03-17,Google,5,5
LD-Cool-P,2022-03-17,github.com,6,2
LD-Cool-P,2022-03-18,Google,5,5
LD-Cool-P,2022-03-18,github.com,6,2
LD-Cool-P,2022-03-19,Google,4,4
LD-Cool-P,2022-03-19,github.com,6,2
LD-Cool-P,2022-03-20,Google,4,4
LD-Cool-P,2022-03-20,github.com,6,2
LD-Cool-P,2022-03-21,Google,3,3
LD-Cool-P,2022-03-21,github.com,6,2
LD-Cool-P,2022-03-22,Google,3,3
LD-Cool-P,2022-03-22,github.com,5,3
LD-Cool-P,2022-03-23,Google,4,4
LD-Cool-P,2022-03-23,github.com,13,3
LD-Cool-P,2022-03-23,redata.readthedocs.io,1,1
LD-Cool-P,2022-03-24,Google,2,2
LD-Cool-P,2022-03-24,github.com,13,3
LD-Cool-P,2022-03-24,redata.readthedocs.io,1,1
LD-Cool-P,2022-03-25,Google,2,2
