repository_name,date,clones,unique_visitors/cloners
redata-commons,2022-12-23,1,1
redata-commons,2022-12-24,2,1
redata-iac,2022-12-24,2,1
redata-iac,2022-12-25,1,1
redata-landing-page,2022-12-18,1,1
redata-landing-page,2022-12-24,2,1
ReQUIAM,2022-12-21,1,1
ReQUIAM,2022-12-24,2,1
ReQUIAM_csv,2022-12-21,2,1
ReQUIAM_csv,2022-12-24,2,1
ReQUIAM_csv,2022-12-29,1,1
uptime,2022-12-17,103,1
uptime,2022-12-18,130,3
uptime,2022-12-19,122,3
uptime,2022-12-20,121,2
uptime,2022-12-21,122,2
uptime,2022-12-22,122,3
uptime,2022-12-23,127,4
uptime,2022-12-24,138,6
uptime,2022-12-25,128,3
uptime,2022-12-26,124,2
uptime,2022-12-27,126,3
uptime,2022-12-28,125,3
uptime,2022-12-29,126,3
uptime,2022-12-30,126,3
uptime,2022-12-31,23,3
