repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-10-13,5,1
figstats,2021-10-12,3,1
figstats,2021-10-17,2,1
github-stats,2021-10-12,1,1
LD-Cool-P,2021-10-05,1,1
LD-Cool-P,2021-10-06,1,1
LD-Cool-P,2021-10-07,1,1
LD-Cool-P,2021-10-11,2,2
LD-Cool-P,2021-10-12,5,1
LD-Cool-P,2021-10-13,6,2
LD-Cool-P,2021-10-14,1,1
LD-Cool-P,2021-10-16,7,1
ldcoolp-figshare,2021-10-06,1,1
ldcoolp-figshare,2021-10-11,4,1
ldcoolp-figshare,2021-10-12,5,1
ldcoolp-figshare,2021-10-18,1,1
ReBACH,2021-10-11,6,1
ReBACH,2021-10-12,4,1
redata-commons,2021-10-11,4,1
redata-commons,2021-10-12,4,1
redata-commons,2021-10-13,1,1
redata-commons,2021-10-17,1,1
redata-docs,2021-10-12,3,1
redata-iac,2021-10-08,6,1
redata-iac,2021-10-12,3,1
ReM,2021-10-05,4,2
ReM,2021-10-06,1,1
ReM,2021-10-10,1,1
ReM,2021-10-11,4,1
ReM,2021-10-12,5,2
ReM,2021-10-18,6,1
ReQUIAM,2021-10-06,15,2
ReQUIAM,2021-10-12,10,1
ReQUIAM,2021-10-13,5,3
ReQUIAM,2021-10-16,1,1
ReQUIAM_csv,2021-10-12,3,1
ReQUIAM_csv,2021-10-13,1,1
UAL-RE,2021-10-11,5,1
uptime,2021-10-05,1,1
uptime,2021-10-08,1,1
uptime,2021-10-11,5,1
uptime,2021-10-12,1,1
