repository_name,date,clones,unique_visitors/cloners
data-service-landscape-scan,2022-04-22,4,2
data-viz-evaluations,2022-04-25,2,1
figstats,2022-04-22,2,1
github-stats,2022-04-12,5,3
github-stats,2022-04-13,5,3
github-stats,2022-04-14,5,3
github-stats,2022-04-15,5,3
github-stats,2022-04-16,5,3
github-stats,2022-04-17,5,3
github-stats,2022-04-18,6,4
github-stats,2022-04-19,5,3
github-stats,2022-04-20,5,3
github-stats,2022-04-21,7,4
github-stats,2022-04-22,7,4
github-stats,2022-04-23,9,5
github-stats,2022-04-24,5,3
LD-Cool-P,2022-04-21,1,1
LD-Cool-P,2022-04-22,4,2
LD-Cool-P,2022-04-24,4,2
ldcoolp-figshare,2022-04-19,2,1
ldcoolp-figshare,2022-04-21,2,1
ldcoolp-figshare,2022-04-22,2,1
ldcoolp-figshare,2022-04-23,1,1
ReBACH,2022-04-13,4,3
ReBACH,2022-04-20,1,1
redata-commons,2022-04-23,1,1
redata-docs,2022-04-12,1,1
redata-docs,2022-04-21,2,1
redata-iac,2022-04-22,1,1
ReQUIAM,2022-04-11,3,2
ReQUIAM,2022-04-24,3,2
ReQUIAM_csv,2022-04-20,2,1
ReQUIAM_csv,2022-04-21,2,1
ReQUIAM_csv,2022-04-22,2,1
ReQUIAM_csv,2022-04-23,2,1
ReQUIAM_csv,2022-04-24,3,2
uptime,2022-04-11,78,2
uptime,2022-04-12,106,7
uptime,2022-04-13,104,4
uptime,2022-04-14,101,6
uptime,2022-04-15,98,4
uptime,2022-04-16,108,5
uptime,2022-04-17,109,5
uptime,2022-04-18,99,4
uptime,2022-04-19,99,7
uptime,2022-04-20,89,4
uptime,2022-04-21,92,6
uptime,2022-04-22,98,5
uptime,2022-04-23,106,5
uptime,2022-04-24,105,4
uptime,2022-04-25,16,4
