repository_name,date,views,unique_visitors/cloners
redata-docs,2022-04-27,42,3
redata-docs,2022-04-28,5,2
redata-iac,2022-04-27,51,2
redata-iac,2022-04-28,12,2
redata-landing-page,2022-04-21,1,1
redata-landing-page,2022-04-28,1,1
ReQUIAM,2022-04-18,2,1
ReQUIAM,2022-04-21,1,1
ReQUIAM,2022-04-22,55,3
ReQUIAM,2022-04-23,2,1
ReQUIAM,2022-04-25,3,1
ReQUIAM,2022-04-26,22,2
ReQUIAM,2022-04-27,71,3
ReQUIAM,2022-04-28,18,3
ReQUIAM,2022-04-29,6,1
ReQUIAM_csv,2022-04-22,3,1
ReQUIAM_csv,2022-04-23,1,1
ReQUIAM_csv,2022-04-27,1,1
ReQUIAM_csv,2022-04-28,2,1
slacking,2022-04-27,1,1
UAL-RE,2022-04-27,2,2
uptime,2022-04-27,3,1
uptime,2022-04-28,1,1
