repository_name,date,clones,unique_visitors/cloners
LD-Cool-P,2022-12-14,1,1
ldcoolp-figshare,2022-12-18,1,1
ldcoolp-figshare,2022-12-24,2,1
ReBACH,2022-12-13,3,3
ReBACH,2022-12-15,3,1
ReBACH,2022-12-16,10,4
ReBACH,2022-12-19,13,2
ReBACH,2022-12-20,3,1
ReBACH,2022-12-21,14,5
ReBACH,2022-12-22,3,2
ReBACH,2022-12-23,1,1
ReBACH,2022-12-24,2,1
redata-commons,2022-12-23,1,1
redata-commons,2022-12-24,2,1
redata-iac,2022-12-24,2,1
redata-iac,2022-12-25,1,1
redata-landing-page,2022-12-16,1,1
redata-landing-page,2022-12-18,1,1
redata-landing-page,2022-12-24,2,1
ReQUIAM,2022-12-21,1,1
ReQUIAM,2022-12-24,2,1
ReQUIAM_csv,2022-12-21,2,1
ReQUIAM_csv,2022-12-24,2,1
uptime,2022-12-13,91,2
uptime,2022-12-14,115,3
uptime,2022-12-15,116,2
uptime,2022-12-16,127,4
uptime,2022-12-17,132,3
uptime,2022-12-18,130,3
uptime,2022-12-19,122,3
uptime,2022-12-20,121,2
uptime,2022-12-21,122,2
uptime,2022-12-22,122,3
uptime,2022-12-23,127,4
uptime,2022-12-24,138,6
uptime,2022-12-25,128,3
uptime,2022-12-26,124,2
uptime,2022-12-27,17,3
