repository_name,date,clones,unique_visitors/cloners
data-service-landscape-scan,2023-03-20,1,1
data-service-landscape-scan,2023-03-27,1,1
data-viz-challenge,2023-03-27,1,1
data-viz-evaluations,2023-03-30,5,4
data-viz-evaluations,2023-04-01,1,1
data-viz-evaluations,2023-04-02,1,1
figstats,2023-03-20,1,1
github-stats,2023-03-20,1,1
github-stats,2023-03-21,5,3
github-stats,2023-03-22,5,3
github-stats,2023-03-23,5,3
github-stats,2023-03-24,5,3
github-stats,2023-03-25,6,4
github-stats,2023-03-26,5,3
github-stats,2023-03-27,8,5
github-stats,2023-03-28,5,3
github-stats,2023-03-29,6,4
github-stats,2023-03-30,6,4
github-stats,2023-03-31,5,3
github-stats,2023-04-01,5,3
github-stats,2023-04-02,5,3
LD-Cool-P,2023-03-23,1,1
LD-Cool-P,2023-03-27,1,1
LD-Cool-P,2023-03-31,1,1
