repository_name,date,views,unique_visitors/cloners
data-viz-challenge,2022-04-18,1,1
LD-Cool-P,2022-04-11,14,1
LD-Cool-P,2022-04-12,5,4
LD-Cool-P,2022-04-13,8,4
LD-Cool-P,2022-04-14,3,2
LD-Cool-P,2022-04-15,15,2
LD-Cool-P,2022-04-16,2,1
LD-Cool-P,2022-04-18,10,3
LD-Cool-P,2022-04-19,2,1
LD-Cool-P,2022-04-20,5,2
LD-Cool-P,2022-04-21,2,1
LD-Cool-P,2022-04-22,2,1
ldcoolp-figshare,2022-04-15,2,1
ldcoolp-figshare,2022-04-20,1,1
ReBACH,2022-04-11,8,2
ReBACH,2022-04-12,2,1
ReBACH,2022-04-13,23,3
ReBACH,2022-04-22,2,1
redata-commons,2022-04-15,2,1
redata-docs,2022-04-09,1,1
redata-iac,2022-04-09,1,1
redata-iac,2022-04-12,5,1
redata-landing-page,2022-04-21,1,1
ReQUIAM,2022-04-09,4,2
ReQUIAM,2022-04-11,13,4
ReQUIAM,2022-04-13,4,1
ReQUIAM,2022-04-14,3,1
ReQUIAM,2022-04-15,8,1
ReQUIAM,2022-04-18,2,1
ReQUIAM,2022-04-21,1,1
ReQUIAM,2022-04-22,9,1
ReQUIAM_csv,2022-04-08,1,1
uptime,2022-04-11,1,1
