repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-04-28,6,1
data-service-landscape-scan,2021-05-05,16,1
github-stats,2021-04-23,4,1
github-stats,2021-04-25,5,1
github-stats,2021-04-26,3,2
github-stats,2021-04-27,27,1
github-stats,2021-04-29,2,1
redata-commons,2021-04-26,8,2
redata-commons,2021-04-27,6,2
redata-commons,2021-05-02,1,1
redata-commons,2021-05-03,8,2
ReDATA_README_Tool,2021-04-26,5,1
ReDATA_README_Tool,2021-04-28,28,1
ReDATA_README_Tool,2021-04-29,14,1
ReDATA_README_Tool,2021-04-30,33,1
ReDATA_README_Tool,2021-05-01,14,1
ReDATA_README_Tool,2021-05-03,13,2
ReDATA_README_Tool,2021-05-05,7,1
ReDATA_README_Tool,2021-05-06,19,1
ReQUIAM,2021-04-23,8,2
ReQUIAM,2021-04-26,69,2
ReQUIAM,2021-04-27,64,2
ReQUIAM,2021-04-29,1,1
ReQUIAM,2021-05-01,9,1
ReQUIAM,2021-05-02,1,1
ReQUIAM,2021-05-03,16,2
ReQUIAM,2021-05-04,6,1
ReQUIAM,2021-05-05,1,1
ReQUIAM_csv,2021-04-24,2,1
ReQUIAM_csv,2021-04-27,21,1
ReQUIAM_csv,2021-05-03,17,1
UAL-ODIS,2021-04-26,17,2
UAL-ODIS,2021-04-27,2,1
uptime,2021-04-23,21,2
uptime,2021-04-28,3,1
