repository_name,date,views,unique_visitors/cloners
github-stats,2021-12-01,1,1
LD-Cool-P,2021-11-29,1,1
LD-Cool-P,2021-12-03,1,1
redata-commons,2021-11-25,2,1
redata-commons,2021-11-28,1,1
redata-commons,2021-12-01,4,1
ReM,2021-11-20,2,1
ReM,2021-11-22,2,1
ReM,2021-11-25,5,1
ReM,2021-11-26,2,1
ReM,2021-11-27,3,2
ReM,2021-11-29,1,1
ReM,2021-11-30,2,1
ReM,2021-12-01,3,1
ReM,2021-12-03,2,1
ReQUIAM,2021-11-22,1,1
ReQUIAM,2021-11-23,2,1
ReQUIAM,2021-11-24,1,1
ReQUIAM,2021-11-29,5,1
ReQUIAM_csv,2021-11-29,4,2
