repository_name,date,clones,unique_visitors/cloners
ReBACH,2023-03-31,1,1
ReBACH,2023-04-02,1,1
redata-commons,2023-03-31,1,1
redata-commons,2023-04-02,1,1
redata-commons,2023-04-04,3,3
redata-commons,2023-04-07,1,1
redata-commons,2023-04-08,1,1
redata-commons,2023-04-09,1,1
redata-commons,2023-04-10,1,1
redata-commons,2023-04-12,1,1
redata-commons,2023-04-13,1,1
redata-docs,2023-04-02,1,1
redata-iac,2023-04-02,1,1
redata-iac,2023-04-03,1,1
redata-landing-page,2023-03-31,1,1
ReQUIAM,2023-04-04,1,1
ReQUIAM,2023-04-13,1,1
ReQUIAM_csv,2023-04-03,1,1
ReQUIAM_csv,2023-04-13,1,1
uptime,2023-03-31,101,1
uptime,2023-04-01,136,2
uptime,2023-04-02,136,2
uptime,2023-04-03,132,3
uptime,2023-04-04,132,3
uptime,2023-04-05,126,3
uptime,2023-04-06,133,2
uptime,2023-04-07,134,2
uptime,2023-04-08,138,2
uptime,2023-04-09,136,2
uptime,2023-04-10,132,2
uptime,2023-04-11,133,3
uptime,2023-04-12,131,3
uptime,2023-04-13,130,2
uptime,2023-04-14,18,2
