date,path,title,count,uniques
2021-08-11,/UAL-RE/data-service-landscape-scan,UAL-RE/data-service-landscape-scan: Scan of data services at academic libraries,1,1
2021-08-11,/UAL-RE/figstats,UAL-RE/figstats: Python software to retrieve statistics for public datasets o...,4,1
2021-08-11,/UAL-ODIS/figstats,GitHub - UAL-ODIS/figstats: Python software to retrieve statistics for public...,1,1
2021-08-11,/UAL-RE/figstats/network/members,Forks · UAL-RE/figstats,1,1
2021-08-11,/UAL-RE/github-stats,UAL-RE/github-stats: GitHub stats for UAL-RE,4,4
2021-08-11,/UAL-RE/LD-Cool-P,UAL-RE/LD-Cool-P: Python tool to enable data curation,18,5
2021-08-11,/UAL-RE/LD-Cool-P/tree/master/ldcoolp,LD-Cool-P/ldcoolp at master · UAL-RE/LD-Cool-P · GitHub,6,2
2021-08-11,/UAL-RE/LD-Cool-P/blob/master/ldcoolp/config/default.ini,LD-Cool-P/default.ini at master · UAL-RE/LD-Cool-P · GitHub,5,2
2021-08-11,/UAL-RE/LD-Cool-P/blob/master/ldcoolp/__init__.py,LD-Cool-P/__init__.py at master · UAL-RE/LD-Cool-P · GitHub,5,2
2021-08-11,/UAL-RE/LD-Cool-P/blob/master/ldcoolp/config/__init__.py,LD-Cool-P/__init__.py at master · UAL-RE/LD-Cool-P · GitHub,3,1
2021-08-11,/UAL-RE/LD-Cool-P/blob/master/ldcoolp/curation/main.py,LD-Cool-P/main.py at master · UAL-RE/LD-Cool-P · GitHub,3,1
2021-08-11,/UAL-RE/LD-Cool-P/tree/master/ldcoolp/config,LD-Cool-P/ldcoolp/config at master · UAL-RE/LD-Cool-P · GitHub,3,1
2021-08-11,/UAL-RE/LD-Cool-P/issues/37,Use Qualtrics Q_PopulateResponse to provide customized URL for Deposit Agreem...,2,2
2021-08-11,/UAL-RE/LD-Cool-P/tree/master/ldcoolp/scripts,LD-Cool-P/ldcoolp/scripts at master · UAL-RE/LD-Cool-P,2,1
2021-08-11,/UAL-RE/LD-Cool-P/blob/master/img/LDCoolP_full.png,LD-Cool-P/LDCoolP_full.png at master · UAL-RE/LD-Cool-P,1,1
2021-08-11,/UAL-RE/ldcoolp-figshare,UAL-RE/ldcoolp-figshare: Python tool using the Figshare API for data curation,4,2
2021-08-11,/UAL-RE/ldcoolp-figshare/blob/main/requirements.txt,ldcoolp-figshare/requirements.txt at main · UAL-RE/ldcoolp-figshare,1,1
2021-08-11,/UAL-RE/ldcoolp-figshare/graphs/traffic,Traffic · UAL-RE/ldcoolp-figshare,1,1
2021-08-11,/UAL-RE/ldcoolp-figshare/issues,Issues · UAL-RE/ldcoolp-figshare · GitHub,1,1
2021-08-11,/UAL-RE/ldcoolp-figshare/pulse,Pulse · UAL-RE/ldcoolp-figshare,1,1
2021-08-11,/UAL-RE/ldcoolp-figshare/tree/main/.github/workflows,ldcoolp-figshare/.github/workflows at main · UAL-RE/ldcoolp-figshare · GitHub,1,1
2021-08-11,/UAL-RE/ReBACH,UAL-RE/ReBACH: Python-based tool to enable data preservation to a cloud-hoste...,2,1
2021-08-11,/UAL-RE/redata-commons,UAL-RE/redata-commons: Commons code used by ReDATA codebases,4,2
2021-08-11,/UAL-RE/redata-docs,UAL-RE/redata-docs: A repo to serve general documentation regarding ReDATA so...,2,1
2021-08-11,/UAL-RE/redata-iac,UAL-RE/redata-iac: Infrastructure as Code (IaC) resources for ReDATA,2,1
2021-08-11,/UAL-RE/redata-iac/network/members,Forks · UAL-RE/redata-iac,1,1
2021-08-11,/UAL-RE/ReM/blob/61aed9b92ecfdd983fd1d05d01bb95c5b5532286/main.py,ReM/main.py at 61aed9b92ecfdd983fd1d05d01bb95c5b5532286 · UAL-RE/ReM · GitHub,4,4
2021-08-11,/UAL-RE/ReM,UAL-RE/ReM: A Python web UI built on FastAPI to gather metadata to construct ...,3,1
2021-08-11,/UAL-RE/ReM/blob/61aed9b92ecfdd983fd1d05d01bb95c5b5532286/readme_tool/figshare.py,ReM/figshare.py at 61aed9b92ecfdd983fd1d05d01bb95c5b5532286 · UAL-RE/ReM,1,1
2021-08-11,/UAL-RE/ReQUIAM/issues/116,Migration and testing for Grouper v2.5 · Issue #116 · UAL-RE/ReQUIAM · GitHub,18,7
2021-08-11,/UAL-RE/ReQUIAM,UAL-RE/ReQUIAM: Identity and Access Management backend software for UA Resear...,16,6
2021-08-11,/UAL-RE/ReQUIAM/pull/161,Merge develop into master - Include Grouper 2.5 migration by astrochun · Pull...,11,2
2021-08-11,/UAL-RE/ReQUIAM/issues,Issues · UAL-RE/ReQUIAM · GitHub,6,2
2021-08-11,/UAL-RE/ReQUIAM/pulls,Pull requests · UAL-RE/ReQUIAM,4,2
2021-08-11,/UAL-RE/ReQUIAM/blob/master/img/ReQUIAM_architecture.png,ReQUIAM/ReQUIAM_architecture.png at master · UAL-RE/ReQUIAM · GitHub,3,2
2021-08-11,/UAL-RE/ReQUIAM/blob/master/README.md,ReQUIAM/README.md at master · UAL-RE/ReQUIAM,2,2
2021-08-11,/UAL-RE/ReQUIAM/blob/master/.github/ISSUE_TEMPLATE/bug-report.md,ReQUIAM/bug-report.md at master · UAL-RE/ReQUIAM,2,1
2021-08-11,/UAL-RE/ReQUIAM/commit/8c9a943746886d0ac295915a2926d3cfb686b7b7,Merge branch 'master' into develop · UAL-RE/ReQUIAM@8c9a943,2,1
2021-08-11,/UAL-RE/ReQUIAM/commit/b78ce1f086a6a744a7e2fb7ea9d8bcb3da6c8306,Change grouper host to new testing environment [ci skip] · UAL-RE/ReQUIAM@b78...,2,1
2021-08-11,/UAL-RE/ReQUIAM_csv,UAL-RE/ReQUIAM_csv: Construct list of research themes and organization mappin...,4,1
2021-08-11,/UAL-RE/ReQUIAM_csv/network/members,Forks · UAL-RE/ReQUIAM_csv,2,1
2021-08-11,/UAL-RE/ReQUIAM_csv/commit/ac897392ea09c5c69e5cdb184bb3cfe579b7b64d,Updates to CSV file (iss #37) · UAL-RE/ReQUIAM_csv@ac89739 · GitHub,1,1
2021-08-11,/UAL-RE/uptime,UAL-RE/uptime: Uptime monitoring with @upptime,2,1
2021-08-11,/UAL-RE/uptime/issues/84,🛑 UAL Janeway is down · Issue #84 · UAL-RE/uptime,2,1
2021-08-11,/UAL-RE/uptime/issues,Issues · UAL-RE/uptime,1,1
2021-08-11,/UAL-RE/uptime/issues/86,🛑 Campus Repository is down · Issue #86 · UAL-RE/uptime · GitHub,1,1
