repository_name,date,clones,unique_visitors/cloners
ldcoolp-figshare,2021-06-03,31,15
ldcoolp-figshare,2021-06-08,20,11
redata-commons,2021-06-01,1,1
redata-commons,2021-06-08,45,8
redata-docs,2021-06-03,1,1
redata-docs,2021-06-04,1,1
ReDATA_README_Tool,2021-06-01,1,1
ReDATA_README_Tool,2021-06-08,13,2
ReDATA_README_Tool,2021-06-09,19,2
ReQUIAM,2021-06-03,2,2
ReQUIAM,2021-06-11,1,1
ReQUIAM_csv,2021-06-03,1,1
slacking,2021-06-03,1,1
uptime,2021-05-30,22,2
uptime,2021-05-31,31,7
uptime,2021-06-01,28,6
uptime,2021-06-02,26,8
uptime,2021-06-03,31,6
uptime,2021-06-04,26,4
uptime,2021-06-05,39,6
uptime,2021-06-06,39,6
uptime,2021-06-07,31,6
uptime,2021-06-08,60,6
uptime,2021-06-09,67,5
uptime,2021-06-10,76,8
uptime,2021-06-11,92,5
uptime,2021-06-12,97,6
uptime,2021-06-13,18,5
