repository_name,date,clones,unique_visitors/cloners
data-viz-challenge,2022-09-17,1,1
figstats,2022-09-25,1,1
github-stats,2022-09-16,1,1
github-stats,2022-09-17,4,3
github-stats,2022-09-18,4,3
github-stats,2022-09-19,4,3
github-stats,2022-09-20,4,3
github-stats,2022-09-21,4,3
github-stats,2022-09-22,4,3
github-stats,2022-09-23,5,4
github-stats,2022-09-24,4,3
github-stats,2022-09-25,4,3
github-stats,2022-09-26,5,4
github-stats,2022-09-27,4,3
github-stats,2022-09-28,4,3
github-stats,2022-09-29,4,3
LD-Cool-P,2022-09-17,2,1
LD-Cool-P,2022-09-19,1,1
ldcoolp-figshare,2022-09-17,2,1
ldcoolp-figshare,2022-09-18,1,1
ReBACH,2022-09-16,1,1
ReBACH,2022-09-17,2,1
ReBACH,2022-09-19,1,1
ReBACH,2022-09-21,2,2
ReBACH,2022-09-29,2,2
redata-commons,2022-09-16,1,1
redata-docs,2022-09-22,1,1
ReQUIAM,2022-09-17,2,1
ReQUIAM,2022-09-23,2,2
ReQUIAM_csv,2022-09-17,3,2
ReQUIAM_csv,2022-09-22,1,1
ReQUIAM_csv,2022-09-28,1,1
uptime,2022-09-16,52,1
uptime,2022-09-17,76,2
uptime,2022-09-18,75,3
uptime,2022-09-19,59,3
uptime,2022-09-20,61,2
uptime,2022-09-21,59,3
uptime,2022-09-22,61,2
uptime,2022-09-23,59,2
uptime,2022-09-24,77,5
uptime,2022-09-25,76,4
uptime,2022-09-26,58,3
uptime,2022-09-27,53,3
uptime,2022-09-28,56,4
uptime,2022-09-29,54,3
uptime,2022-09-30,7,2
