repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2022-05-05,2,1
github-stats,2022-05-07,2,1
LD-Cool-P,2022-04-28,1,1
LD-Cool-P,2022-04-29,116,4
LD-Cool-P,2022-04-30,3,2
LD-Cool-P,2022-05-01,1,1
LD-Cool-P,2022-05-02,7,1
LD-Cool-P,2022-05-03,10,3
LD-Cool-P,2022-05-04,19,2
LD-Cool-P,2022-05-05,3,1
LD-Cool-P,2022-05-06,80,4
LD-Cool-P,2022-05-09,39,7
LD-Cool-P,2022-05-10,9,4
LD-Cool-P,2022-05-11,1,1
ldcoolp-figshare,2022-05-10,1,1
ReBACH,2022-05-10,7,3
redata-commons,2022-05-05,1,1
redata-commons,2022-05-06,1,1
redata-commons,2022-05-10,2,2
redata-commons,2022-05-11,1,1
redata-commons,2022-05-12,7,2
redata-docs,2022-04-28,5,2
redata-docs,2022-05-02,23,1
redata-docs,2022-05-03,1,1
redata-docs,2022-05-04,1,1
redata-docs,2022-05-05,8,1
redata-docs,2022-05-06,65,2
redata-docs,2022-05-07,7,2
redata-docs,2022-05-08,27,1
redata-docs,2022-05-09,66,2
redata-docs,2022-05-10,53,2
redata-docs,2022-05-11,16,2
redata-docs,2022-05-12,8,1
redata-iac,2022-04-28,12,2
redata-iac,2022-05-06,1,1
redata-iac,2022-05-09,5,1
redata-iac,2022-05-10,1,1
redata-iac,2022-05-11,4,1
redata-landing-page,2022-04-28,1,1
ReQUIAM,2022-04-28,18,3
ReQUIAM,2022-04-29,6,1
ReQUIAM,2022-05-02,11,2
ReQUIAM,2022-05-04,2,1
ReQUIAM,2022-05-05,5,1
ReQUIAM,2022-05-06,15,3
ReQUIAM,2022-05-07,1,1
ReQUIAM,2022-05-09,5,1
ReQUIAM,2022-05-10,6,4
ReQUIAM,2022-05-11,4,1
ReQUIAM_csv,2022-04-28,2,1
ReQUIAM_csv,2022-05-08,4,1
ReQUIAM_csv,2022-05-09,1,1
ReQUIAM_csv,2022-05-10,2,1
uptime,2022-04-28,1,1
