repository_name,date,clones,unique_visitors/cloners
data-service-landscape-scan,2022-08-25,9,5
data-service-landscape-scan,2022-08-26,1,1
data-service-landscape-scan,2022-09-04,1,1
data-viz-challenge,2022-08-25,1,1
github-stats,2022-08-21,1,1
github-stats,2022-08-22,6,4
github-stats,2022-08-23,6,4
github-stats,2022-08-24,6,4
github-stats,2022-08-25,6,4
github-stats,2022-08-26,6,4
github-stats,2022-08-27,8,5
github-stats,2022-08-28,6,4
github-stats,2022-08-29,6,4
github-stats,2022-08-30,6,4
github-stats,2022-08-31,6,4
github-stats,2022-09-01,6,4
github-stats,2022-09-02,6,4
github-stats,2022-09-03,5,4
LD-Cool-P,2022-08-22,1,1
LD-Cool-P,2022-08-23,1,1
LD-Cool-P,2022-08-26,2,1
ldcoolp-figshare,2022-08-27,1,1
ReBACH,2022-08-25,2,2
ReBACH,2022-08-30,3,2
ReBACH,2022-08-31,3,2
ReBACH,2022-09-02,6,3
redata-commons,2022-08-25,1,1
redata-docs,2022-08-22,1,1
ReQUIAM,2022-09-03,1,1
ReQUIAM_csv,2022-08-22,1,1
