repository_name,date,path,title,views,unique
LD-Cool-P,2021-05-26,,UAL-RE/LD-Cool-P: Python tool to enable data curation,8,2
LD-Cool-P,2021-05-26,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-26,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-26,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-26,pulls,Pull requests · UAL-RE/LD-Cool-P,9,1
LD-Cool-P,2021-05-27,,UAL-RE/LD-Cool-P: Python tool to enable data curation,8,2
LD-Cool-P,2021-05-27,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-27,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-27,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-27,pulls,Pull requests · UAL-RE/LD-Cool-P,9,1
LD-Cool-P,2021-05-28,,UAL-RE/LD-Cool-P: Python tool to enable data curation,11,3
LD-Cool-P,2021-05-28,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-28,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-28,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-28,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,3,2
LD-Cool-P,2021-05-28,pulls,Pull requests · UAL-RE/LD-Cool-P,9,1
LD-Cool-P,2021-05-29,,UAL-RE/LD-Cool-P: Python tool to enable data curation,14,5
LD-Cool-P,2021-05-29,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-29,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-29,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-29,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-05-29,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P,4,3
LD-Cool-P,2021-05-29,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-05-30,,UAL-RE/LD-Cool-P: Python tool to enable data curation,16,5
LD-Cool-P,2021-05-30,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-30,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-30,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-30,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-05-30,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P,4,3
LD-Cool-P,2021-05-30,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-05-31,,UAL-RE/LD-Cool-P: Python tool to enable data curation,16,5
LD-Cool-P,2021-05-31,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-05-31,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-05-31,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-05-31,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-05-31,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P,4,3
LD-Cool-P,2021-05-31,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-01,,UAL-RE/LD-Cool-P: Python tool to enable data curation,16,5
LD-Cool-P,2021-06-01,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-06-01,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-01,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-01,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-01,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-01,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-02,,UAL-RE/LD-Cool-P: Python tool to enable data curation,16,5
LD-Cool-P,2021-06-02,issues,Issues · UAL-RE/LD-Cool-P,18,1
LD-Cool-P,2021-06-02,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-02,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-02,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-02,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-02,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-03,,UAL-RE/LD-Cool-P: Python tool to enable data curation,23,7
LD-Cool-P,2021-06-03,issues,Issues · UAL-RE/LD-Cool-P,19,1
LD-Cool-P,2021-06-03,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-03,issues/211,Bug: Incorrect path for GitHub badge · Issue #211 · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-03,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-03,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-03,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-04,,UAL-RE/LD-Cool-P: Python tool to enable data curation,28,8
LD-Cool-P,2021-06-04,issues,Issues · UAL-RE/LD-Cool-P,21,1
LD-Cool-P,2021-06-04,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-04,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-04,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-04,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,5,1
LD-Cool-P,2021-06-04,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,6,1
LD-Cool-P,2021-06-04,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-04,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-05,,UAL-RE/LD-Cool-P: Python tool to enable data curation,28,8
LD-Cool-P,2021-06-05,issues,Issues · UAL-RE/LD-Cool-P,21,1
LD-Cool-P,2021-06-05,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-05,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-05,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-05,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,5,1
LD-Cool-P,2021-06-05,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,6,1
LD-Cool-P,2021-06-05,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-05,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-06,,UAL-RE/LD-Cool-P: Python tool to enable data curation,29,8
LD-Cool-P,2021-06-06,issues,Issues · UAL-RE/LD-Cool-P,21,1
LD-Cool-P,2021-06-06,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-06,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-06,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-06,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,5,1
LD-Cool-P,2021-06-06,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,6,1
LD-Cool-P,2021-06-06,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-06,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-07,,UAL-RE/LD-Cool-P: Python tool to enable data curation,29,8
LD-Cool-P,2021-06-07,issues,Issues · UAL-RE/LD-Cool-P,21,1
LD-Cool-P,2021-06-07,issues/175,Enhancement: Migrate repository to UAL-RE · Issue #175 · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-07,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-07,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-07,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,5,1
LD-Cool-P,2021-06-07,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,6,1
LD-Cool-P,2021-06-07,pulls,Pull requests · UAL-RE/LD-Cool-P,16,1
LD-Cool-P,2021-06-07,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-08,,UAL-RE/LD-Cool-P: Python tool to enable data curation,23,7
LD-Cool-P,2021-06-08,graphs/traffic,Traffic · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-08,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-08,issues/214,Refactor figshare module with ldcoolp-figshare · Issue #214 · UAL-RE/LD-Coo...,4,1
LD-Cool-P,2021-06-08,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-08,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-08,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-08,pulls,Pull requests · UAL-RE/LD-Cool-P,10,1
LD-Cool-P,2021-06-08,tree/master/ldcoolp,LD-Cool-P/ldcoolp at master · UAL-RE/LD-Cool-P,3,3
LD-Cool-P,2021-06-08,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-09,,UAL-RE/LD-Cool-P: Python tool to enable data curation,23,7
LD-Cool-P,2021-06-09,graphs/traffic,Traffic · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-09,issues/213,Curation API author metadata content changes after publication · Issue #213 ·...,4,2
LD-Cool-P,2021-06-09,issues/214,Refactor figshare module with ldcoolp-figshare · Issue #214 · UAL-RE/LD-Coo...,4,1
LD-Cool-P,2021-06-09,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,5,4
LD-Cool-P,2021-06-09,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-09,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-09,pulls,Pull requests · UAL-RE/LD-Cool-P,10,1
LD-Cool-P,2021-06-09,tree/master/ldcoolp,LD-Cool-P/ldcoolp at master · UAL-RE/LD-Cool-P,3,3
LD-Cool-P,2021-06-09,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-10,,UAL-RE/LD-Cool-P: Python tool to enable data curation,35,6
LD-Cool-P,2021-06-10,graphs/traffic,Traffic · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-10,issues,Issues · UAL-RE/LD-Cool-P,19,1
LD-Cool-P,2021-06-10,milestone/6,v1.0.0 Milestone,5,1
LD-Cool-P,2021-06-10,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,8,4
LD-Cool-P,2021-06-10,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-10,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-10,pulls,Pull requests · UAL-RE/LD-Cool-P,17,1
LD-Cool-P,2021-06-10,releases,Releases · UAL-RE/LD-Cool-P,26,1
LD-Cool-P,2021-06-10,tree/master/ldcoolp/curation,LD-Cool-P/ldcoolp/curation at master · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-11,,UAL-RE/LD-Cool-P: Python tool to enable data curation,41,4
LD-Cool-P,2021-06-11,graphs/traffic,Traffic · UAL-RE/LD-Cool-P,5,1
LD-Cool-P,2021-06-11,issues,Issues · UAL-RE/LD-Cool-P,28,1
LD-Cool-P,2021-06-11,milestone/6,v1.0.0 Milestone,5,1
LD-Cool-P,2021-06-11,milestones,Milestones - UAL-RE/LD-Cool-P,6,1
LD-Cool-P,2021-06-11,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-11,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-11,pull/221,Bug: Characters in old readme files can cause problems by astrochun · Pull Re...,5,1
LD-Cool-P,2021-06-11,pulls,Pull requests · UAL-RE/LD-Cool-P,13,1
LD-Cool-P,2021-06-11,releases,Releases · UAL-RE/LD-Cool-P,35,1
LD-Cool-P,2021-06-12,,UAL-RE/LD-Cool-P: Python tool to enable data curation,39,4
LD-Cool-P,2021-06-12,issues,Issues · UAL-RE/LD-Cool-P,28,1
LD-Cool-P,2021-06-12,milestone/6,v1.0.0 Milestone,5,1
LD-Cool-P,2021-06-12,milestones,Milestones - UAL-RE/LD-Cool-P,6,1
LD-Cool-P,2021-06-12,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,4,2
LD-Cool-P,2021-06-12,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-12,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-12,pull/221,Bug: Characters in old readme files can cause problems by astrochun · Pull Re...,5,1
LD-Cool-P,2021-06-12,pulls,Pull requests · UAL-RE/LD-Cool-P,13,1
LD-Cool-P,2021-06-12,releases,Releases · UAL-RE/LD-Cool-P,35,1
LD-Cool-P,2021-06-13,,UAL-RE/LD-Cool-P: Python tool to enable data curation,39,4
LD-Cool-P,2021-06-13,issues,Issues · UAL-RE/LD-Cool-P,28,1
LD-Cool-P,2021-06-13,milestone/6,v1.0.0 Milestone,5,1
LD-Cool-P,2021-06-13,milestones,Milestones - UAL-RE/LD-Cool-P,6,1
LD-Cool-P,2021-06-13,pull/190,release/v1.0.0 by astrochun · Pull Request #190 · UAL-RE/LD-Cool-P · GitHub,4,2
LD-Cool-P,2021-06-13,pull/215,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-13,pull/215/files,Refactor figshare module with ldcoolp-figshare by astrochun · Pull Request #2...,7,1
LD-Cool-P,2021-06-13,pull/221,Bug: Characters in old readme files can cause problems by astrochun · Pull Re...,5,1
LD-Cool-P,2021-06-13,pulls,Pull requests · UAL-RE/LD-Cool-P,13,1
LD-Cool-P,2021-06-13,releases,Releases · UAL-RE/LD-Cool-P,35,1
LD-Cool-P,2021-06-22,,UAL-RE/LD-Cool-P: Python tool to enable data curation,25,2
LD-Cool-P,2021-06-22,actions,Actions · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-22,commits/master,Commits · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-22,issues,Issues · UAL-RE/LD-Cool-P,27,2
LD-Cool-P,2021-06-22,issues/220,Bug: Characters in old readme files can cause problems · Issue #220 · UAL-ODI...,4,1
LD-Cool-P,2021-06-22,milestone/6,v1.0.0 Milestone,5,1
LD-Cool-P,2021-06-22,milestones,Milestones - UAL-RE/LD-Cool-P,6,1
LD-Cool-P,2021-06-22,pull/221,Bug: Characters in old readme files can cause problems by astrochun · Pull Re...,5,1
LD-Cool-P,2021-06-22,pulls,Pull requests · UAL-RE/LD-Cool-P,11,2
LD-Cool-P,2021-06-22,releases,Releases · UAL-RE/LD-Cool-P,35,1
LD-Cool-P,2021-06-23,,UAL-RE/LD-Cool-P: Python tool to enable data curation,19,2
LD-Cool-P,2021-06-23,issues,Issues · UAL-RE/LD-Cool-P,17,2
LD-Cool-P,2021-06-23,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,4
LD-Cool-P,2021-06-23,issues/new,New Issue · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-23,pull/163,Bug: Q_EED does not work with Q_PopulateResponse by astrochun · Pull Request ...,5,2
LD-Cool-P,2021-06-23,pull/221,Bug: Characters in old readme files can cause problems by astrochun · Pull Re...,5,1
LD-Cool-P,2021-06-23,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,13,1
LD-Cool-P,2021-06-23,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,9,1
LD-Cool-P,2021-06-23,pulls,Pull requests · UAL-RE/LD-Cool-P,34,2
LD-Cool-P,2021-06-23,releases,Releases · UAL-RE/LD-Cool-P,59,1
LD-Cool-P,2021-06-24,,UAL-RE/LD-Cool-P: Python tool to enable data curation,18,5
LD-Cool-P,2021-06-24,issues,Issues · UAL-RE/LD-Cool-P,11,2
LD-Cool-P,2021-06-24,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-24,issues/new,New Issue · UAL-RE/LD-Cool-P,4,2
LD-Cool-P,2021-06-24,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,14,1
LD-Cool-P,2021-06-24,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,11,1
LD-Cool-P,2021-06-24,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,5,1
LD-Cool-P,2021-06-24,pulls,Pull requests · UAL-RE/LD-Cool-P,33,2
LD-Cool-P,2021-06-24,releases,Releases · UAL-RE/LD-Cool-P,57,1
LD-Cool-P,2021-06-24,releases/edit/v0.15.2,Edit release · UAL-RE/LD-Cool-P,4,1
LD-Cool-P,2021-06-25,,UAL-RE/LD-Cool-P: Python tool to enable data curation,21,5
LD-Cool-P,2021-06-25,issues,Issues · UAL-RE/LD-Cool-P,14,2
LD-Cool-P,2021-06-25,issues/160,Enhancement: Dump JSON metadata from Qualtrics API · Issue #160 · UAL-RE/LD...,5,2
LD-Cool-P,2021-06-25,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-25,issues/55,Bug: Handling of multiple deposits from one depositor · Issue #55 · UAL-RE/...,5,1
LD-Cool-P,2021-06-25,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,14,1
LD-Cool-P,2021-06-25,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,11,1
LD-Cool-P,2021-06-25,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,5,1
LD-Cool-P,2021-06-25,pulls,Pull requests · UAL-RE/LD-Cool-P,39,2
LD-Cool-P,2021-06-25,releases,Releases · UAL-RE/LD-Cool-P,60,1
LD-Cool-P,2021-06-26,,UAL-RE/LD-Cool-P: Python tool to enable data curation,21,5
LD-Cool-P,2021-06-26,issues,Issues · UAL-RE/LD-Cool-P,14,2
LD-Cool-P,2021-06-26,issues/160,Enhancement: Dump JSON metadata from Qualtrics API · Issue #160 · UAL-RE/LD...,5,2
LD-Cool-P,2021-06-26,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-26,issues/55,Bug: Handling of multiple deposits from one depositor · Issue #55 · UAL-RE/...,5,1
LD-Cool-P,2021-06-26,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,15,1
LD-Cool-P,2021-06-26,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,11,1
LD-Cool-P,2021-06-26,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
LD-Cool-P,2021-06-26,pulls,Pull requests · UAL-RE/LD-Cool-P,41,2
LD-Cool-P,2021-06-26,releases,Releases · UAL-RE/LD-Cool-P,60,1
LD-Cool-P,2021-06-27,,UAL-RE/LD-Cool-P: Python tool to enable data curation,21,5
LD-Cool-P,2021-06-27,issues,Issues · UAL-RE/LD-Cool-P,14,2
LD-Cool-P,2021-06-27,issues/160,Enhancement: Dump JSON metadata from Qualtrics API · Issue #160 · UAL-RE/LD...,5,2
LD-Cool-P,2021-06-27,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-27,issues/55,Bug: Handling of multiple deposits from one depositor · Issue #55 · UAL-RE/...,5,1
LD-Cool-P,2021-06-27,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,15,1
LD-Cool-P,2021-06-27,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,11,1
LD-Cool-P,2021-06-27,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
LD-Cool-P,2021-06-27,pulls,Pull requests · UAL-RE/LD-Cool-P,41,2
LD-Cool-P,2021-06-27,releases,Releases · UAL-RE/LD-Cool-P,60,1
LD-Cool-P,2021-06-28,,UAL-RE/LD-Cool-P: Python tool to enable data curation,21,5
LD-Cool-P,2021-06-28,issues,Issues · UAL-RE/LD-Cool-P,14,2
LD-Cool-P,2021-06-28,issues/160,Enhancement: Dump JSON metadata from Qualtrics API · Issue #160 · UAL-RE/LD...,5,2
LD-Cool-P,2021-06-28,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-28,issues/55,Bug: Handling of multiple deposits from one depositor · Issue #55 · UAL-RE/...,5,1
LD-Cool-P,2021-06-28,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,15,1
LD-Cool-P,2021-06-28,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,11,1
LD-Cool-P,2021-06-28,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
LD-Cool-P,2021-06-28,pulls,Pull requests · UAL-RE/LD-Cool-P,41,2
LD-Cool-P,2021-06-28,releases,Releases · UAL-RE/LD-Cool-P,60,1
LD-Cool-P,2021-06-29,,UAL-RE/LD-Cool-P: Python tool to enable data curation,26,5
LD-Cool-P,2021-06-29,issues,Issues · UAL-RE/LD-Cool-P,14,2
LD-Cool-P,2021-06-29,issues/160,Enhancement: Dump JSON metadata from Qualtrics API · Issue #160 · UAL-RE/LD...,5,2
LD-Cool-P,2021-06-29,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-29,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,18,1
LD-Cool-P,2021-06-29,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,14,1
LD-Cool-P,2021-06-29,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,9,1
LD-Cool-P,2021-06-29,pull/226,Enhancement: Dump JSON metadata from Qualtrics API by astrochun · Pull Reques...,9,1
LD-Cool-P,2021-06-29,pulls,Pull requests · UAL-RE/LD-Cool-P,52,2
LD-Cool-P,2021-06-29,releases,Releases · UAL-RE/LD-Cool-P,63,1
LD-Cool-P,2021-06-30,,UAL-RE/LD-Cool-P: Python tool to enable data curation,35,4
LD-Cool-P,2021-06-30,issues,Issues · UAL-RE/LD-Cool-P,16,2
LD-Cool-P,2021-06-30,issues/162,Bug: Q_EED does not work with Q_PopulateResponse · Issue #162 · UAL-RE/LD-C...,8,5
LD-Cool-P,2021-06-30,pull/223,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,17,1
LD-Cool-P,2021-06-30,pull/223/files,Allow for downloading only the metadata by zoidy · Pull Request #223 · UAL-OD...,13,1
LD-Cool-P,2021-06-30,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,15,1
LD-Cool-P,2021-06-30,pull/225/checks,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
LD-Cool-P,2021-06-30,pull/226,Enhancement: Dump JSON metadata from Qualtrics API by astrochun · Pull Reques...,10,1
LD-Cool-P,2021-06-30,pulls,Pull requests · UAL-RE/LD-Cool-P,61,2
LD-Cool-P,2021-06-30,releases,Releases · UAL-RE/LD-Cool-P,64,1
LD-Cool-P,2021-07-05,,UAL-RE/LD-Cool-P: Python tool to enable data curation,10,1
LD-Cool-P,2021-07-05,issues,Issues · UAL-ODIS/LD-Cool-P,8,1
LD-Cool-P,2021-07-05,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,11,1
LD-Cool-P,2021-07-05,pull/225/checks,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
LD-Cool-P,2021-07-05,pull/226,Enhancement: Dump JSON metadata from Qualtrics API by astrochun · Pull Reques...,10,1
LD-Cool-P,2021-07-05,pull/228,Org rename by astrochun · Pull Request #228 · UAL-RE/LD-Cool-P,6,1
LD-Cool-P,2021-07-05,pulls,Pull requests · UAL-RE/LD-Cool-P,8,1
LD-Cool-P,2021-07-05,releases,Releases · UAL-ODIS/LD-Cool-P,14,1
LD-Cool-P,2021-07-06,,UAL-RE/LD-Cool-P: Python tool to enable data curation,10,1
LD-Cool-P,2021-07-06,issues,Issues · UAL-ODIS/LD-Cool-P,8,1
LD-Cool-P,2021-07-06,pull/225,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,11,1
LD-Cool-P,2021-07-06,pull/225/checks,Enhancement: Double digit for version by astrochun · Pull Request #225 · UAL-...,6,1
