repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-05-05,16,1
data-service-landscape-scan,2021-05-12,10,1
github-stats,2021-05-08,1,1
redata-commons,2021-05-02,1,1
redata-commons,2021-05-03,8,2
ReM,2021-04-29,14,1
ReM,2021-04-30,33,1
ReM,2021-05-01,14,1
ReM,2021-05-03,13,2
ReM,2021-05-05,7,1
ReM,2021-05-06,19,1
ReM,2021-05-07,5,1
ReM,2021-05-08,4,1
ReM,2021-05-09,1,1
ReM,2021-05-10,12,1
ReM,2021-05-11,14,1
ReM,2021-05-12,21,1
ReQUIAM,2021-05-01,9,1
ReQUIAM,2021-05-02,1,1
ReQUIAM,2021-05-03,16,2
ReQUIAM,2021-05-04,6,1
ReQUIAM,2021-05-05,1,1
ReQUIAM,2021-05-07,3,1
ReQUIAM_csv,2021-05-03,17,1
