repository_name,date,clones,unique_visitors/cloners
ReQUIAM_csv,2023-01-21,1,1
ReQUIAM_csv,2023-01-25,1,1
slacking,2023-01-18,2,2
uptime,2023-01-13,93,1
uptime,2023-01-14,128,2
uptime,2023-01-15,129,5
uptime,2023-01-16,123,4
uptime,2023-01-17,121,3
uptime,2023-01-18,118,2
uptime,2023-01-19,116,2
uptime,2023-01-20,117,2
uptime,2023-01-21,128,2
uptime,2023-01-22,126,3
uptime,2023-01-23,137,3
uptime,2023-01-24,131,3
uptime,2023-01-25,129,3
uptime,2023-01-26,129,3
uptime,2023-01-27,20,3
