repository_name,date,views,unique_visitors/cloners
redata-commons,2022-08-16,4,1
redata-commons,2022-08-19,5,1
redata-docs,2022-08-17,1,1
redata-docs,2022-08-22,4,1
redata-docs,2022-08-24,1,1
redata-iac,2022-08-22,2,1
redata-landing-page,2022-08-17,11,1
ReQUIAM,2022-08-16,3,1
ReQUIAM,2022-08-19,4,1
ReQUIAM,2022-08-22,8,1
ReQUIAM,2022-08-23,1,1
ReQUIAM,2022-08-24,2,1
ReQUIAM_csv,2022-08-16,10,1
ReQUIAM_csv,2022-08-19,3,1
ReQUIAM_csv,2022-08-22,1,1
uptime,2022-08-22,2,1
uptime,2022-08-24,2,1
