repository_name,date,clones,unique_visitors/cloners
ldcoolp-figshare,2022-03-25,1,1
ReBACH,2022-03-25,10,5
ReBACH,2022-03-26,1,1
ReBACH,2022-03-29,7,4
ReBACH,2022-03-30,6,3
ReBACH,2022-04-03,2,1
ReBACH,2022-04-04,1,1
redata-commons,2022-03-25,3,2
redata-commons,2022-03-31,2,1
redata-commons,2022-04-04,1,1
redata-docs,2022-03-26,2,1
redata-docs,2022-04-04,2,2
redata-iac,2022-04-04,1,1
redata-landing-page,2022-04-04,2,1
ReQUIAM,2022-04-02,1,1
ReQUIAM,2022-04-03,1,1
ReQUIAM,2022-04-05,1,1
ReQUIAM,2022-04-06,1,1
ReQUIAM_csv,2022-03-25,4,2
ReQUIAM_csv,2022-03-31,2,1
ReQUIAM_csv,2022-04-03,1,1
ReQUIAM_csv,2022-04-07,1,1
slacking,2022-04-03,2,1
UAL-RE,2022-04-07,2,1
uptime,2022-03-25,88,3
uptime,2022-03-26,121,6
uptime,2022-03-27,123,7
uptime,2022-03-28,115,7
uptime,2022-03-29,110,6
uptime,2022-03-30,115,6
uptime,2022-03-31,114,8
uptime,2022-04-01,111,7
uptime,2022-04-02,119,5
uptime,2022-04-03,112,5
uptime,2022-04-04,104,6
uptime,2022-04-05,108,5
uptime,2022-04-06,121,7
uptime,2022-04-07,113,6
uptime,2022-04-08,18,5
