repository_name,date,views,unique_visitors/cloners
github-stats,2022-06-03,1,1
LD-Cool-P,2022-05-29,2,1
LD-Cool-P,2022-05-30,1,1
LD-Cool-P,2022-05-31,12,1
LD-Cool-P,2022-06-01,4,1
LD-Cool-P,2022-06-06,1,1
LD-Cool-P,2022-06-07,1,1
LD-Cool-P,2022-06-08,11,1
LD-Cool-P,2022-06-09,1,1
ldcoolp-figshare,2022-05-29,2,1
ldcoolp-figshare,2022-05-31,3,1
ldcoolp-figshare,2022-06-01,2,1
ReBACH,2022-06-01,1,1
ReBACH,2022-06-10,7,1
redata-commons,2022-05-30,10,1
redata-commons,2022-05-31,30,1
redata-commons,2022-06-01,51,2
redata-commons,2022-06-03,3,1
redata-commons,2022-06-05,1,1
redata-commons,2022-06-10,6,1
