repository_name,date,clones,unique_visitors/cloners
github-stats,2021-04-24,1,1
github-stats,2021-04-25,8,7
github-stats,2021-04-26,7,7
github-stats,2021-04-27,9,9
github-stats,2021-04-28,6,6
github-stats,2021-04-29,6,6
github-stats,2021-04-30,5,5
github-stats,2021-05-01,6,6
github-stats,2021-05-02,7,7
github-stats,2021-05-03,6,6
github-stats,2021-05-04,5,5
github-stats,2021-05-05,6,6
github-stats,2021-05-06,4,4
github-stats,2021-05-07,9,9
redata-commons,2021-04-28,1,1
redata-commons,2021-05-01,1,1
ReDATA_README_Tool,2021-04-28,25,5
ReDATA_README_Tool,2021-04-29,14,3
ReDATA_README_Tool,2021-04-30,17,7
ReDATA_README_Tool,2021-05-01,1,1
ReDATA_README_Tool,2021-05-06,25,2
ReQUIAM,2021-04-26,46,6
ReQUIAM,2021-04-27,36,7
ReQUIAM_csv,2021-05-08,1,1
UAL-ODIS,2021-04-26,8,5
uptime,2021-04-24,57,3
uptime,2021-04-25,76,6
uptime,2021-04-26,73,5
uptime,2021-04-27,77,6
uptime,2021-04-28,79,6
uptime,2021-04-29,82,6
uptime,2021-04-30,81,6
uptime,2021-05-01,86,11
uptime,2021-05-02,87,11
uptime,2021-05-03,81,8
uptime,2021-05-04,92,10
uptime,2021-05-05,86,6
uptime,2021-05-06,86,8
uptime,2021-05-07,82,6
uptime,2021-05-08,12,6
