repository_name,date,clones,unique_visitors/cloners
github-stats,2022-02-18,1,1
github-stats,2022-02-19,6,4
github-stats,2022-02-20,7,5
github-stats,2022-02-21,8,5
github-stats,2022-02-22,7,5
github-stats,2022-02-23,8,5
github-stats,2022-02-24,7,4
github-stats,2022-02-25,3,2
github-stats,2022-02-26,3,2
github-stats,2022-02-27,6,4
github-stats,2022-02-28,5,4
github-stats,2022-03-01,4,3
github-stats,2022-03-02,4,3
github-stats,2022-03-03,3,2
LD-Cool-P,2022-03-03,1,1
ldcoolp-figshare,2022-02-26,1,1
redata-iac,2022-03-03,1,1
ReM,2022-03-03,1,1
uptime,2022-02-18,90,2
uptime,2022-02-19,125,4
uptime,2022-02-20,130,6
uptime,2022-02-21,121,7
uptime,2022-02-22,118,6
uptime,2022-02-23,117,5
uptime,2022-02-24,112,3
uptime,2022-02-25,112,3
uptime,2022-02-26,116,3
uptime,2022-02-27,116,4
uptime,2022-02-28,114,5
uptime,2022-03-01,109,3
uptime,2022-03-02,110,3
uptime,2022-03-03,111,3
uptime,2022-03-04,16,2
