repository_name,date,clones,unique_visitors/cloners
figstats,2021-10-21,2,2
github-stats,2021-10-14,4,4
github-stats,2021-10-15,6,5
github-stats,2021-10-16,6,5
github-stats,2021-10-17,5,5
github-stats,2021-10-18,5,5
github-stats,2021-10-19,5,5
github-stats,2021-10-20,14,4
github-stats,2021-10-21,27,7
github-stats,2021-10-22,19,4
github-stats,2021-10-23,17,4
github-stats,2021-10-24,16,5
github-stats,2021-10-25,6,4
github-stats,2021-10-26,2,1
LD-Cool-P,2021-10-15,1,1
LD-Cool-P,2021-10-20,1,1
LD-Cool-P,2021-10-21,5,2
LD-Cool-P,2021-10-22,2,1
ldcoolp-figshare,2021-10-15,2,2
ldcoolp-figshare,2021-10-21,2,2
ReBACH,2021-10-21,7,2
redata-commons,2021-10-21,9,2
redata-docs,2021-10-21,2,2
redata-iac,2021-10-14,1,1
redata-iac,2021-10-21,8,2
ReM,2021-10-16,1,1
ReM,2021-10-21,4,2
ReQUIAM,2021-10-17,1,1
ReQUIAM,2021-10-20,1,1
ReQUIAM,2021-10-21,6,3
ReQUIAM,2021-10-22,8,2
ReQUIAM,2021-10-24,1,1
ReQUIAM_csv,2021-10-13,1,1
ReQUIAM_csv,2021-10-14,1,1
ReQUIAM_csv,2021-10-17,1,1
ReQUIAM_csv,2021-10-20,4,1
ReQUIAM_csv,2021-10-21,6,3
ReQUIAM_csv,2021-10-22,3,2
ReQUIAM_csv,2021-10-24,2,1
slacking,2021-10-19,1,1
slacking,2021-10-21,3,1
UAL-RE,2021-10-20,1,1
UAL-RE,2021-10-21,4,1
UAL-RE,2021-10-22,5,2
uptime,2021-10-13,86,2
uptime,2021-10-14,113,5
uptime,2021-10-15,114,5
uptime,2021-10-16,114,3
uptime,2021-10-17,116,5
uptime,2021-10-18,110,6
uptime,2021-10-19,110,4
uptime,2021-10-20,173,3
uptime,2021-10-21,182,7
uptime,2021-10-22,305,4
uptime,2021-10-23,235,6
uptime,2021-10-24,156,5
uptime,2021-10-25,31,3
uptime,2021-10-26,73,1
uptime,2021-10-27,20,4
