repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2022-10-07,2,1
github-stats,2022-10-06,1,1
LD-Cool-P,2022-09-26,1,1
LD-Cool-P,2022-09-27,1,1
LD-Cool-P,2022-10-06,11,3
LD-Cool-P,2022-10-07,4,2
ldcoolp-figshare,2022-09-27,1,1
ldcoolp-figshare,2022-10-03,3,2
ReBACH,2022-09-27,2,1
ReBACH,2022-09-28,1,1
ReBACH,2022-09-29,1,1
ReBACH,2022-10-04,11,1
ReBACH,2022-10-05,1,1
ReBACH,2022-10-06,9,1
ReBACH,2022-10-08,2,1
redata-commons,2022-09-28,1,1
redata-docs,2022-10-03,1,1
ReQUIAM,2022-10-03,1,1
