repository_name,date,clones,unique_visitors/cloners
data-viz-challenge,2022-09-17,1,1
github-stats,2022-09-08,1,1
github-stats,2022-09-09,4,3
github-stats,2022-09-10,4,3
github-stats,2022-09-11,5,4
github-stats,2022-09-12,5,4
github-stats,2022-09-13,5,4
github-stats,2022-09-14,4,3
github-stats,2022-09-15,5,4
github-stats,2022-09-16,4,3
github-stats,2022-09-17,4,3
github-stats,2022-09-18,4,3
github-stats,2022-09-19,4,3
github-stats,2022-09-20,4,3
github-stats,2022-09-21,4,3
LD-Cool-P,2022-09-17,2,1
LD-Cool-P,2022-09-19,1,1
ldcoolp-figshare,2022-09-17,2,1
ldcoolp-figshare,2022-09-18,1,1
ReBACH,2022-09-12,3,1
ReBACH,2022-09-13,1,1
ReBACH,2022-09-16,1,1
ReBACH,2022-09-17,2,1
ReBACH,2022-09-19,1,1
ReBACH,2022-09-21,2,2
redata-commons,2022-09-15,1,1
redata-commons,2022-09-16,1,1
redata-iac,2022-09-11,1,1
