repository_name,date,views,unique_visitors/cloners
ReDATA_README_Tool,2021-05-11,14,1
ReDATA_README_Tool,2021-05-12,21,1
ReDATA_README_Tool,2021-05-13,40,1
ReDATA_README_Tool,2021-05-14,1,1
ReDATA_README_Tool,2021-05-17,4,1
ReDATA_README_Tool,2021-05-20,1,1
ReDATA_README_Tool,2021-05-21,5,1
ReDATA_README_Tool,2021-05-22,7,1
ReDATA_README_Tool,2021-05-23,1,1
ReDATA_README_Tool,2021-05-24,1,1
ReQUIAM,2021-05-14,1,1
ReQUIAM,2021-05-17,1,1
ReQUIAM,2021-05-18,1,1
ReQUIAM,2021-05-24,1,1
ReQUIAM_csv,2021-05-17,1,1
ReQUIAM_csv,2021-05-20,3,2
uptime,2021-05-16,5,1
