repository_name,date,clones,unique_visitors/cloners
data-service-landscape-scan,2021-10-21,9,2
data-service-landscape-scan,2021-10-28,2,1
data-viz-challenge,2021-10-21,5,1
data-viz-evaluations,2021-10-21,8,2
figstats,2021-10-21,9,2
github-stats,2021-10-17,5,5
github-stats,2021-10-18,5,5
github-stats,2021-10-19,5,5
github-stats,2021-10-20,4,4
github-stats,2021-10-21,46,7
github-stats,2021-10-22,25,4
github-stats,2021-10-23,23,4
github-stats,2021-10-24,21,5
github-stats,2021-10-25,18,4
github-stats,2021-10-26,11,4
github-stats,2021-10-27,12,4
github-stats,2021-10-28,6,4
github-stats,2021-10-29,6,4
LD-Cool-P,2021-10-20,3,1
LD-Cool-P,2021-10-21,11,2
LD-Cool-P,2021-10-22,3,1
LD-Cool-P,2021-10-27,2,1
ldcoolp-figshare,2021-10-21,5,2
ReBACH,2021-10-21,6,2
ReBACH,2021-10-28,2,1
redata-commons,2021-10-21,10,2
redata-docs,2021-10-21,8,2
redata-iac,2021-10-21,8,2
redata-iac,2021-10-27,2,1
ReM,2021-10-16,1,1
ReM,2021-10-21,9,2
ReQUIAM,2021-10-17,1,1
ReQUIAM,2021-10-20,1,1
ReQUIAM,2021-10-21,14,3
ReQUIAM,2021-10-22,11,2
ReQUIAM,2021-10-24,2,1
ReQUIAM,2021-10-28,2,1
ReQUIAM_csv,2021-10-17,1,1
ReQUIAM_csv,2021-10-20,1,1
ReQUIAM_csv,2021-10-21,11,3
ReQUIAM_csv,2021-10-22,7,2
ReQUIAM_csv,2021-10-24,2,1
slacking,2021-10-19,1,1
slacking,2021-10-21,4,1
slacking,2021-10-29,1,1
UAL-RE,2021-10-20,1,1
UAL-RE,2021-10-21,5,1
UAL-RE,2021-10-22,8,2
uptime,2021-10-16,88,2
uptime,2021-10-17,116,5
uptime,2021-10-18,110,6
uptime,2021-10-19,110,4
uptime,2021-10-20,173,3
uptime,2021-10-21,411,7
uptime,2021-10-22,386,4
uptime,2021-10-23,322,6
uptime,2021-10-24,278,5
uptime,2021-10-25,250,5
uptime,2021-10-26,191,3
uptime,2021-10-27,131,4
uptime,2021-10-28,112,4
uptime,2021-10-29,112,5
uptime,2021-10-30,22,5
