repository_name,date,views,unique_visitors/cloners
redata-iac,2021-07-12,2,1
redata-iac,2021-07-13,2,1
redata-iac,2021-07-14,14,1
redata-iac,2021-07-15,9,1
redata-iac,2021-07-16,5,1
redata-iac,2021-07-19,74,2
redata-iac,2021-07-22,24,1
redata-iac,2021-07-23,1,1
ReM,2021-07-11,2,1
ReM,2021-07-15,3,2
ReQUIAM,2021-07-12,17,1
ReQUIAM,2021-07-13,57,1
ReQUIAM,2021-07-14,108,2
ReQUIAM,2021-07-15,52,1
ReQUIAM,2021-07-16,8,1
ReQUIAM,2021-07-19,8,2
ReQUIAM,2021-07-20,225,1
ReQUIAM,2021-07-21,149,2
ReQUIAM,2021-07-22,123,3
ReQUIAM,2021-07-23,32,3
ReQUIAM_csv,2021-07-12,11,1
ReQUIAM_csv,2021-07-13,45,1
ReQUIAM_csv,2021-07-14,4,1
ReQUIAM_csv,2021-07-15,21,1
ReQUIAM_csv,2021-07-16,7,1
ReQUIAM_csv,2021-07-19,109,2
ReQUIAM_csv,2021-07-20,29,1
ReQUIAM_csv,2021-07-22,14,1
uptime,2021-07-10,1,1
uptime,2021-07-13,15,1
uptime,2021-07-23,32,2
