repository_name,date,views,unique_visitors/cloners
github-stats,2022-05-24,1,1
github-stats,2022-06-03,1,1
LD-Cool-P,2022-05-23,1,1
LD-Cool-P,2022-05-25,12,4
LD-Cool-P,2022-05-27,1,1
LD-Cool-P,2022-05-28,1,1
LD-Cool-P,2022-05-29,2,1
LD-Cool-P,2022-05-30,1,1
LD-Cool-P,2022-05-31,12,1
LD-Cool-P,2022-06-01,4,1
ldcoolp-figshare,2022-05-29,2,1
ldcoolp-figshare,2022-05-31,3,1
ldcoolp-figshare,2022-06-01,2,1
ReBACH,2022-06-01,1,1
redata-commons,2022-05-22,1,1
redata-commons,2022-05-24,2,2
redata-commons,2022-05-26,5,1
redata-commons,2022-05-30,10,1
redata-commons,2022-05-31,30,1
redata-commons,2022-06-01,51,2
redata-commons,2022-06-03,3,1
