repository_name,date,views,unique_visitors/cloners
data-viz-challenge,2022-04-18,1,1
data-viz-evaluations,2022-04-27,1,1
LD-Cool-P,2022-04-18,10,3
LD-Cool-P,2022-04-19,2,1
LD-Cool-P,2022-04-20,5,2
LD-Cool-P,2022-04-21,2,1
LD-Cool-P,2022-04-22,8,2
LD-Cool-P,2022-04-23,2,1
LD-Cool-P,2022-04-28,1,1
LD-Cool-P,2022-04-29,116,4
ldcoolp-figshare,2022-04-20,1,1
ldcoolp-figshare,2022-04-22,1,1
ldcoolp-figshare,2022-04-23,2,1
ldcoolp-figshare,2022-04-27,3,1
ReBACH,2022-04-22,2,1
ReBACH,2022-04-23,2,1
redata-commons,2022-04-23,5,1
redata-commons,2022-04-27,4,1
